GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_003E,S0101_C01_004E,S0101_C01_005E,S0101_C01_006E,S0101_C01_007E,S0101_C01_008E,S0101_C01_009E,S0101_C01_010E,S0101_C01_011E,S0101_C01_012E,S0101_C01_013E,S0101_C01_014E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E
0500000US01051,"Elmore County, Alabama",81144,4737,4929,5284,5169,4932,5912,5553,5424,5450,5539,5594,5621,4947,3782,3644,2060,1469,1098
0500000US01053,"Escambia County, Alabama",37057,2103,2183,2577,2191,2144,2563,2442,2328,2368,2341,2320,2437,2494,2307,1458,1320,796,685
0500000US01055,"Etowah County, Alabama",102748,5916,6103,6125,6302,6270,6416,5832,6517,6152,6995,6837,7156,6870,6790,4601,3459,2463,1944
0500000US01057,"Fayette County, Alabama",16494,876,902,1087,996,927,950,971,792,1089,1013,1063,1190,1200,1089,913,615,443,378
0500000US01059,"Franklin County, Alabama",31466,2219,1921,2387,1948,2205,1907,2164,1318,2335,1889,2091,1715,2063,1805,1239,1038,608,614
0500000US01061,"Geneva County, Alabama",26417,1440,1716,1621,1644,1336,1420,1507,1520,1501,1583,2100,1987,1767,1770,1190,968,765,582
0500000US01063,"Greene County, Alabama",8324,578,557,419,377,600,595,407,531,272,381,529,652,653,595,393,488,135,162
0500000US01065,"Hale County, Alabama",14809,984,899,962,1139,904,772,858,846,727,789,1012,971,1169,947,662,434,422,312
0500000US01067,"Henry County, Alabama",17133,889,887,1166,1073,950,809,827,1121,1007,1092,1112,1216,1199,1229,1063,720,346,427
0500000US01069,"Houston County, Alabama",104702,6401,6450,7157,6534,5961,6966,6679,6053,6897,6644,6966,7597,6345,5808,4748,3269,2300,1927
0500000US01071,"Jackson County, Alabama",51852,2756,3153,3046,3062,2836,3029,2895,2993,3269,3475,3584,3975,3666,3780,2239,1938,1227,929
0500000US01073,"Jefferson County, Alabama",659680,42520,41971,41809,41217,42420,49415,46120,43608,39929,40292,41474,43734,43386,35391,24170,16832,12639,12753
0500000US01075,"Lamar County, Alabama",13885,722,801,983,865,677,698,758,571,928,910,969,992,1028,954,664,594,377,394
0500000US01077,"Lauderdale County, Alabama",92556,4785,5013,5209,6120,7823,5853,5242,5260,4897,5568,6040,6191,6327,5755,4703,3072,2519,2179
0500000US01079,"Lawrence County, Alabama",33058,1779,1933,2273,1954,1805,2024,1950,1996,1800,2207,2620,2389,2330,2089,1576,1076,715,542
0500000US01081,"Lee County, Alabama",161152,9527,9449,9746,13365,22010,12493,10562,10199,9266,9602,9230,9168,7839,6928,4742,3253,1969,1804
0500000US01083,"Limestone County, Alabama",94727,5217,5670,6577,6203,5118,6200,6368,6378,6483,6864,7067,6620,5634,4369,4374,2220,1880,1485
0500000US01085,"Lowndes County, Alabama",10079,613,587,653,559,605,705,609,496,559,619,727,752,739,625,432,350,254,195
0500000US01087,"Macon County, Alabama",18708,834,981,843,1791,2226,1145,904,847,816,980,1153,1290,1284,1299,885,669,355,406
0500000US01089,"Madison County, Alabama",362276,21250,21809,22564,24186,24707,25934,24502,22934,20996,23504,27065,27733,21941,16834,13897,9328,7260,5832
0500000US01091,"Marengo County, Alabama",19321,969,1431,1222,1401,1206,985,1049,1044,1119,1193,1280,1235,1458,1174,905,679,540,431
0500000US01093,"Marion County, Alabama",29866,1552,1623,1918,1869,1632,1765,1513,1651,1709,1998,2219,2242,1887,1811,1669,1356,784,668
0500000US01095,"Marshall County, Alabama",95643,6615,6208,7042,6242,5581,6097,5605,5657,5854,6103,6290,6176,6080,5257,4169,3144,1979,1544
0500000US01097,"Mobile County, Alabama",414114,27202,26110,27758,26772,27434,30484,27253,24240,25109,24900,26715,27363,27435,22641,16671,11397,7763,6867
0500000US01099,"Monroe County, Alabama",21270,1135,1364,1342,1530,1181,1241,1036,1129,1270,1366,1447,1739,1390,1290,1035,720,451,604
0500000US01101,"Montgomery County, Alabama",226941,15346,15031,14320,15072,16602,17402,15507,13526,14792,13715,14051,14751,13719,11343,8036,6300,3870,3558
0500000US01103,"Morgan County, Alabama",119213,7181,8148,7108,7472,6826,7556,7051,7282,7516,7970,8563,8269,7859,6591,5288,3629,2689,2215
0500000US01105,"Perry County, Alabama",9293,484,181,947,1170,628,462,342,1015,391,302,388,611,600,550,621,255,224,122
0500000US01107,"Pickens County, Alabama",20243,1057,1051,1171,1171,1298,1344,1172,1520,1040,1343,1494,1463,1380,1355,770,647,441,526
0500000US01109,"Pike County, Alabama",33333,1826,1986,1637,2902,5684,2357,1576,1783,1483,1668,1798,1887,1800,1446,1400,1031,570,499
0500000US01111,"Randolph County, Alabama",22647,1317,1374,1332,1496,1352,1217,1165,1158,1306,1502,1508,1234,2064,1398,1319,969,575,361
0500000US01113,"Russell County, Alabama",57952,4158,4361,3457,3329,3727,4612,4033,3696,3722,3497,3990,3759,3582,2541,2311,1426,1029,722
0500000US01115,"St. Clair County, Alabama",87989,5171,5536,5911,5137,4810,5610,5780,5600,5865,6315,6068,6637,5232,5151,3600,2519,1881,1166
0500000US01117,"Shelby County, Alabama",213432,12441,13887,15006,14478,12193,12804,13496,14260,15456,15531,14679,14003,13482,11247,8449,5395,3884,2741
0500000US01119,"Sumter County, Alabama",12797,715,752,567,1264,1411,1020,516,631,497,741,647,980,822,604,622,347,417,244
0500000US01121,"Talladega County, Alabama",80387,4266,4943,4829,5119,5237,5227,4637,4651,5217,5433,5440,5481,5855,4894,3572,2419,1866,1301
0500000US01123,"Tallapoosa County, Alabama",40541,2257,2698,2034,2327,2558,2229,2085,1943,2264,2535,2828,3019,3259,2588,2523,1542,1082,770
0500000US01125,"Tuscaloosa County, Alabama",207305,12402,12294,11677,19657,22219,17270,13307,12948,11658,11800,11535,11656,12209,9243,6967,4885,2839,2739
0500000US01127,"Walker County, Alabama",64110,3923,3969,3835,3945,3656,3974,3598,3890,3547,4127,4398,4661,4396,3549,3651,2159,1429,1403
0500000US01129,"Washington County, Alabama",16541,801,845,1157,1413,979,802,868,747,934,1136,1392,1035,1385,1010,871,491,511,164
0500000US01131,"Wilcox County, Alabama",10681,671,479,921,858,638,628,506,570,719,569,629,655,812,634,558,301,306,227
0500000US01133,"Winston County, Alabama",23784,1315,1098,1612,1372,1231,1303,1273,1409,1229,1562,1724,1968,1613,1504,1480,1005,610,476
0500000US02013,"Aleutians East Borough, Alaska",3385,109,124,159,141,236,266,241,277,241,357,427,306,183,131,77,41,34,35
0500000US02016,"Aleutians West Census Area, Alaska",5698,189,378,299,269,436,499,505,416,451,468,614,475,352,177,80,53,25,12
0500000US02020,"Anchorage Municipality, Alaska",293531,21197,20780,18457,18093,23134,26773,24472,20739,17271,17779,18371,19254,16338,11872,8696,4399,3228,2678
0500000US02050,"Bethel Census Area, Alaska",18134,1835,1764,1792,1585,1357,1533,1319,1087,884,896,970,863,948,500,384,208,105,104
0500000US02060,"Bristol Bay Borough, Alaska",875,48,46,45,57,44,46,45,67,58,63,83,107,79,32,21,13,12,9
0500000US02068,"Denali Borough, Alaska",2246,64,41,100,121,293,131,156,200,112,170,172,177,300,122,23,54,10,0
0500000US02070,"Dillingham Census Area, Alaska",4961,469,412,425,382,378,396,337,396,187,222,282,290,286,164,169,94,33,39
0500000US02090,"Fairbanks North Star Borough, Alaska",99072,7808,6888,5954,5990,10586,10165,8231,6753,5430,5230,5410,5485,5443,4585,2226,1325,1012,551
0500000US02100,"Haines Borough, Alaska",2518,185,197,199,70,17,123,137,181,162,129,160,197,128,328,202,25,63,15
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2139,90,107,91,63,77,131,110,140,90,179,161,231,230,213,110,73,27,16
0500000US02110,"Juneau City and Borough, Alaska",32227,1875,2018,1842,1964,1967,2541,2376,2532,1843,2082,2356,2635,2157,1720,1126,537,237,419
0500000US02122,"Kenai Peninsula Borough, Alaska",58464,3592,3579,3806,3675,3161,3618,3687,3599,3407,3471,3858,4774,4606,4049,2551,1307,856,868
0500000US02130,"Ketchikan Gateway Borough, Alaska",13800,797,863,831,821,846,956,918,936,799,862,964,1058,1099,778,585,292,206,189
0500000US02150,"Kodiak Island Borough, Alaska",13451,991,1174,758,924,670,1354,1115,929,922,746,779,806,964,663,285,207,103,61
0500000US02158,"Kusilvak Census Area, Alaska",8250,1076,868,922,738,636,716,569,445,303,351,448,434,290,192,120,62,62,18
0500000US02164,"Lake and Peninsula Borough, Alaska",1393,87,88,91,78,131,120,105,95,108,85,98,96,102,32,30,23,15,9
0500000US02170,"Matanuska-Susitna Borough, Alaska",105369,7517,7884,8269,7199,6314,7423,7671,7663,6306,6503,6805,7480,6396,4964,3249,1710,1086,930
0500000US02180,"Nome Census Area, Alaska",9988,987,997,957,777,750,819,707,564,576,500,537,669,446,271,222,98,85,26
0500000US02185,"North Slope Borough, Alaska",9792,793,743,636,572,543,729,855,740,569,716,760,938,527,298,193,92,44,44
0500000US02188,"Northwest Arctic Borough, Alaska",7715,818,791,743,588,566,708,527,432,355,405,482,395,330,221,139,118,59,38
0500000US02195,"Petersburg Borough, Alaska",3257,209,179,154,166,354,169,162,151,149,220,153,269,205,274,192,174,30,47
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6407,380,426,458,372,314,392,384,346,348,387,513,572,488,477,257,153,96,44
0500000US02220,"Sitka City and Borough, Alaska",8640,383,581,589,484,457,671,561,661,591,499,600,685,568,464,317,175,205,149
0500000US02230,"Skagway Municipality, Alaska",1107,61,40,27,63,49,95,119,81,98,72,77,105,90,59,31,24,11,5
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6878,517,535,534,495,279,505,455,380,411,438,447,501,443,419,225,164,103,27
0500000US02261,"Valdez-Cordova Census Area, Alaska",9243,584,683,580,459,457,694,854,489,529,612,656,568,944,649,243,150,49,43
0500000US02275,"Wrangell City and Borough, Alaska",2502,120,89,152,165,51,187,114,96,127,182,200,268,182,186,105,110,125,43
0500000US02282,"Yakutat City and Borough, Alaska",649,56,39,41,26,45,55,45,47,30,48,45,32,46,35,21,25,8,5
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5377,400,496,358,367,314,390,342,330,255,254,343,415,343,332,201,116,58,63
0500000US04001,"Apache County, Arizona",71511,4813,5369,5865,5826,4689,4857,4365,3909,3808,3899,4432,4511,4474,3831,2646,2093,1165,959
0500000US04003,"Cochise County, Arizona",125867,7414,8225,7179,7848,7562,8083,7666,7281,6657,6496,7333,7162,9683,8883,6795,5425,3437,2738
0500000US04005,"Coconino County, Arizona",141274,7762,7469,9004,16574,17385,10917,8551,8421,6925,7143,7546,8862,7732,6218,4670,3051,1577,1467
0500000US04007,"Gila County, Arizona",53546,2935,3061,2957,2486,2777,2747,2508,2108,2446,2653,3147,3827,4695,5071,3836,2737,1993,1562
0500000US04009,"Graham County, Arizona",37996,2765,2612,3138,2967,2808,2989,2695,2318,2525,2188,1909,1770,2110,1601,1382,995,582,642
0500000US04011,"Greenlee County, Arizona",9522,749,675,793,810,641,573,663,689,642,480,569,583,477,239,376,227,256,80
0500000US04012,"La Paz County, Arizona",20793,962,1001,888,933,956,916,816,846,869,949,970,1141,1521,1741,2123,2194,1387,580
0500000US04013,"Maricopa County, Arizona",4328810,278509,286828,302452,292371,289835,326677,303419,286697,278309,278848,268153,258246,236652,207045,166646,118146,76190,73787
0500000US04015,"Mohave County, Arizona",207695,9109,9668,11144,10086,9297,10959,10223,9869,8975,10623,12800,15718,17841,19727,15445,12436,8057,5718
0500000US04017,"Navajo County, Arizona",109270,7730,8112,8632,7817,6454,6972,6220,6171,5617,5842,6353,7305,6983,6296,5295,3473,2149,1849
0500000US04019,"Pima County, Arizona",1027207,58325,60145,61258,68885,90790,69063,60987,61381,55618,56485,58339,63250,65320,62281,50004,37560,24464,23052
0500000US04021,"Pinal County, Arizona",432793,24924,28503,29411,26530,24072,27959,29292,30114,26628,24851,23423,25039,26073,28274,24159,17719,9324,6498
0500000US04023,"Santa Cruz County, Arizona",46480,3311,3664,3445,3749,3009,2599,2395,2965,2209,2652,2757,2698,2990,2548,2124,1539,919,907
0500000US04025,"Yavapai County, Arizona",228067,9589,10545,10807,11643,10268,10657,10081,9676,10457,11150,13757,17524,22055,22365,19460,13204,7633,7196
0500000US04027,"Yuma County, Arizona",209468,15071,14693,14759,14827,17602,15393,13705,11196,11462,10725,10890,9872,10573,10077,9362,9008,6342,3911
0500000US05001,"Arkansas County, Arkansas",17914,1142,1192,1129,1068,960,1066,1004,1213,849,1096,1157,1198,1435,1160,808,625,399,413
0500000US05003,"Ashley County, Arkansas",20270,1234,1828,924,1275,1207,1114,821,1382,999,1291,1369,1413,1377,1289,1100,738,392,517
0500000US05005,"Baxter County, Arkansas",41427,1736,1822,2320,2127,1647,1991,1928,1833,2064,2202,2531,3027,3420,3651,3147,2851,1741,1389
0500000US05007,"Benton County, Arkansas",265759,18710,19552,20583,17901,15106,19172,20156,19778,18047,17450,15798,15236,12999,12064,8544,6503,4158,4002
0500000US05009,"Boone County, Arkansas",37331,2335,2459,2386,2110,2058,2414,2056,2109,2151,2169,2567,2636,2290,2222,2073,1459,787,1050
0500000US05011,"Bradley County, Arkansas",10874,663,845,676,712,458,706,548,696,714,707,771,570,814,555,502,491,222,224
0500000US05013,"Calhoun County, Arkansas",5192,257,246,271,407,294,301,328,263,249,255,430,316,473,285,299,248,171,99
0500000US05015,"Carroll County, Arkansas",27965,1581,1638,1794,1693,1407,1445,1555,1310,1558,1570,1855,1982,2270,2142,1788,979,806,592
0500000US05017,"Chicot County, Arkansas",10615,606,721,654,735,458,650,613,529,566,663,655,913,732,590,516,445,286,283
0500000US05019,"Clark County, Arkansas",22386,1201,1094,1236,2474,3210,1253,949,991,1269,1237,1255,1403,1180,1104,872,534,584,540
0500000US05021,"Clay County, Arkansas",14889,821,748,1087,892,816,865,770,895,869,928,1009,1068,980,898,824,613,467,339
0500000US05023,"Cleburne County, Arkansas",25100,1179,1408,1358,1310,1152,1154,1299,1385,1269,1332,1716,1874,1945,1912,1690,1368,963,786
0500000US05025,"Cleveland County, Arkansas",8128,422,504,581,553,369,395,465,447,509,505,560,588,566,536,444,299,207,178
0500000US05027,"Columbia County, Arkansas",23776,1445,1409,1291,2168,2802,1417,1102,1488,1123,1241,1345,1339,1541,905,1281,749,511,619
0500000US05029,"Conway County, Arkansas",20858,1254,1339,1369,1328,1082,1231,1188,985,1353,1275,1539,1435,1541,1230,993,606,508,602
0500000US05031,"Craighead County, Arkansas",107345,7466,7848,7106,7892,8069,8959,7440,7579,6402,6109,6190,6252,5523,4887,3418,2623,2076,1506
0500000US05033,"Crawford County, Arkansas",62739,3948,3755,4995,4247,3538,4006,3891,3995,3626,3946,4252,4551,3713,3181,2824,2014,1219,1038
0500000US05035,"Crittenden County, Arkansas",48672,3766,3772,3466,3466,3235,3336,3075,3173,2619,2935,3183,2868,3159,2392,1531,1171,894,631
0500000US05037,"Cross County, Arkansas",16824,1066,1035,1197,1105,908,1011,944,894,1161,1043,1114,1232,1030,1061,827,710,281,205
0500000US05039,"Dallas County, Arkansas",7279,378,284,459,724,289,353,470,426,294,375,474,568,568,587,350,197,306,177
0500000US05041,"Desha County, Arkansas",11709,748,748,981,772,634,725,663,569,650,611,724,837,860,698,563,427,219,280
0500000US05043,"Drew County, Arkansas",18417,1123,874,1340,1733,1686,1098,1048,917,1113,1042,1010,1008,1298,1115,602,662,417,331
0500000US05045,"Faulkner County, Arkansas",123624,7640,8384,7800,10041,13890,9159,8388,8279,7207,7388,7141,7099,6150,4929,4239,2724,1548,1618
0500000US05047,"Franklin County, Arkansas",17738,1124,1212,1114,1178,1093,987,921,951,1083,1077,1162,1069,1370,1088,808,702,379,420
0500000US05049,"Fulton County, Arkansas",12231,603,743,702,707,625,534,566,555,638,718,810,696,1212,841,907,500,471,403
0500000US05051,"Garland County, Arkansas",98555,5260,6191,4931,5718,4988,5842,5429,5112,5834,5753,6171,7168,7158,7261,5683,4079,3133,2844
0500000US05053,"Grant County, Arkansas",18126,960,1331,1048,1062,1005,1137,1064,1262,969,1205,1345,1352,1158,961,955,705,406,201
0500000US05055,"Greene County, Arkansas",44937,2914,3237,2965,2890,2857,3077,2796,2892,2817,3033,2934,3087,2362,2507,1588,1572,713,696
0500000US05057,"Hempstead County, Arkansas",21842,1558,1443,1727,1367,1418,1084,1067,1154,1432,1338,1444,1414,1491,1315,853,821,394,522
0500000US05059,"Hot Spring County, Arkansas",33597,1631,2048,2007,1853,1765,2455,2256,2132,2001,2173,2293,2183,2512,2175,1690,965,906,552
0500000US05061,"Howard County, Arkansas",13311,932,781,1065,1014,738,730,788,756,826,678,976,781,900,619,703,477,260,287
0500000US05063,"Independence County, Arkansas",37427,2500,2473,2498,2459,2375,2104,2283,2294,2181,2364,2415,2537,2491,2153,1508,1079,863,850
0500000US05065,"Izard County, Arkansas",13570,641,500,876,696,662,733,679,657,736,930,953,1125,992,1014,825,744,458,349
0500000US05067,"Jackson County, Arkansas",17027,902,958,1004,940,1016,1348,1223,1187,979,1042,1154,1274,1014,925,805,608,245,403
0500000US05069,"Jefferson County, Arkansas",69282,4171,4233,4190,4812,4972,4760,4351,4042,4039,4015,4543,4922,4607,3745,3228,1835,1244,1573
0500000US05071,"Johnson County, Arkansas",26372,1645,1794,1846,1912,1754,1534,1549,1766,1476,1499,1875,1806,1631,1246,1308,813,472,446
0500000US05073,"Lafayette County, Arkansas",6800,375,443,263,361,455,342,316,275,401,373,499,602,513,471,394,313,265,139
0500000US05075,"Lawrence County, Arkansas",16549,939,969,1145,1160,1107,1026,862,887,966,954,1124,975,1236,862,907,612,368,450
0500000US05077,"Lee County, Arkansas",9194,469,427,473,490,581,718,591,525,755,655,544,685,552,593,387,291,186,272
0500000US05079,"Lincoln County, Arkansas",13455,552,489,661,483,956,1316,1071,1372,846,980,1116,755,828,755,476,343,224,232
0500000US05081,"Little River County, Arkansas",12347,719,680,862,608,784,651,673,701,850,696,882,833,861,697,795,552,344,159
0500000US05083,"Logan County, Arkansas",21668,1267,1282,1289,1335,1186,1302,1185,1453,1035,1385,1600,1607,1458,1416,1045,878,527,418
0500000US05085,"Lonoke County, Arkansas",72528,4940,4506,5993,4920,3915,5373,5354,5548,4388,4680,4739,4519,4104,3208,2562,1937,1000,842
0500000US05087,"Madison County, Arkansas",16211,1112,959,1016,1143,802,888,883,799,989,1076,1170,1319,994,996,859,481,447,278
0500000US05089,"Marion County, Arkansas",16476,719,921,830,738,668,716,730,762,743,881,1119,1479,1539,1599,1200,1194,296,342
0500000US05091,"Miller County, Arkansas",43572,2744,3036,2740,2823,2568,3031,2794,2234,3111,2784,2920,2999,2652,2266,1960,1475,748,687
0500000US05093,"Mississippi County, Arkansas",42126,3037,2888,3215,3034,2701,2961,2580,2319,2739,2361,2754,2992,2457,2177,1416,1186,666,643
0500000US05095,"Monroe County, Arkansas",7050,436,441,363,408,370,389,263,192,533,423,501,483,639,519,373,284,240,193
0500000US05097,"Montgomery County, Arkansas",8950,413,482,429,490,449,368,420,327,564,504,652,675,774,751,603,455,355,239
0500000US05099,"Nevada County, Arkansas",8351,503,516,556,499,432,423,428,553,344,666,513,621,604,556,522,329,163,123
0500000US05101,"Newton County, Arkansas",7812,351,459,430,432,414,366,346,451,355,406,507,490,814,630,584,376,231,170
0500000US05103,"Ouachita County, Arkansas",23830,1448,1301,1805,1388,1508,1191,1313,1193,1296,1444,1587,1773,1908,1551,1111,905,515,593
0500000US05105,"Perry County, Arkansas",10355,580,752,557,609,605,528,569,445,712,699,728,798,711,588,629,402,234,209
0500000US05107,"Phillips County, Arkansas",18606,1389,1075,1535,1153,1455,1012,853,1177,838,976,1150,1324,1294,1118,860,508,429,460
0500000US05109,"Pike County, Arkansas",10756,574,685,669,707,596,629,538,526,739,691,719,593,921,661,567,488,270,183
0500000US05111,"Poinsett County, Arkansas",23896,1531,1517,1659,1507,1390,1617,1314,1392,1399,1561,1639,1676,1438,1470,1076,728,542,440
0500000US05113,"Polk County, Arkansas",20094,1179,1177,1407,1343,935,1174,1008,894,1257,1137,1265,1333,1476,1223,1382,985,502,417
0500000US05115,"Pope County, Arkansas",63761,3984,4263,4049,5149,5815,4563,3909,3478,3302,3563,4186,3863,3905,3296,2302,1796,1102,1236
0500000US05117,"Prairie County, Arkansas",8189,442,418,501,462,388,417,447,393,463,529,579,634,601,525,482,421,257,230
0500000US05119,"Pulaski County, Arkansas",392967,26292,27548,23138,23234,25990,30231,28128,26249,23979,24021,24237,26650,24311,20782,14666,9316,6111,8084
0500000US05121,"Randolph County, Arkansas",17695,1067,956,1337,1158,945,1129,1041,1024,1000,1061,1133,1038,1281,1131,781,756,448,409
0500000US05123,"St. Francis County, Arkansas",25900,1666,1469,1754,1662,1435,1795,1764,1830,1866,1521,1660,1749,1556,1393,1100,922,432,326
0500000US05125,"Saline County, Arkansas",119415,6982,8062,7991,7640,6040,7499,7760,8189,8216,7413,7880,7399,7431,6877,5504,3926,2651,1955
0500000US05127,"Scott County, Arkansas",10376,741,670,756,674,536,576,563,531,550,579,702,702,646,732,547,475,239,157
0500000US05129,"Searcy County, Arkansas",7908,383,393,514,417,408,422,373,270,504,469,534,582,638,662,464,435,230,210
0500000US05131,"Sebastian County, Arkansas",127591,8411,8547,8592,8456,8579,8738,8097,7610,8039,7910,8494,8250,7974,6537,5203,3535,2455,2164
0500000US05133,"Sevier County, Arkansas",17081,1363,1226,1499,1237,1070,1174,894,971,1190,1184,905,1043,953,914,509,351,342,256
0500000US05135,"Sharp County, Arkansas",17139,844,933,1151,1071,734,814,758,896,832,1049,1114,1222,1286,1223,1312,923,481,496
0500000US05137,"Stone County, Arkansas",12475,570,573,786,691,637,600,507,745,498,622,805,1317,789,818,1018,587,627,285
0500000US05139,"Union County, Arkansas",39449,2631,2683,2661,2455,2256,2294,2394,2187,2430,2448,2539,2632,3035,2098,1813,1259,937,697
0500000US05141,"Van Buren County, Arkansas",16642,780,920,969,994,744,740,798,830,841,1022,1108,1224,1404,1229,1076,850,494,619
0500000US05143,"Washington County, Arkansas",232289,16009,16366,15510,19068,24336,18412,16565,15564,15061,13388,12312,12209,11028,8943,6908,4515,3100,2995
0500000US05145,"White County, Arkansas",78762,4882,4716,5659,6008,6389,4863,4664,5472,3611,4978,5265,5197,4367,4213,3172,2229,1622,1455
0500000US05147,"Woodruff County, Arkansas",6533,379,483,343,300,366,376,252,292,422,414,458,551,416,483,378,290,176,154
0500000US05149,"Yell County, Arkansas",21464,1371,1194,1721,1457,1224,1190,1139,1385,1284,1335,1419,1600,1400,1048,1080,679,497,441
0500000US06001,"Alameda County, California",1656754,96849,95280,96770,94065,101128,136440,139579,128874,119356,113863,109163,106831,94530,76673,55306,37082,26167,28798
0500000US06003,"Alpine County, California",1039,44,50,73,59,43,21,45,86,62,13,43,73,116,97,133,54,4,23
