"over_65_ratio_normalized","mortality_rate_normalized"
"0.27153527219140841033073694341178","0.119768425556315471620175441084407780"
"-0.22969080613776370055286928668740","1.575280388629462739746372112291323089"
"-0.11654192937067156829270752922457","1.690066013221046202638817004316219604"
"-0.00297725791844361491146320875755","1.364699758299322513754569351689393215"
"0.10954374394119176205209673288221","1.223572185156746009667286722414644575"
"-0.42477628819958537484906998788478","-0.018621421912740338191347417343635189"
"-0.12338411106569541914775330944114","-1.414381186662669063599714107855440922"
"-0.14225670596481840742162410939408","0.763491783448505037989990474749003620"
"-0.02494848375772334107092413455660","1.360741683824897527975607342556629095"
"0.09275807707033883691251044135261","-0.797931907847119775471867909401314507"
"0.21259285358917271528494097282416","-1.475304631319104996449512558913102886"
"-0.11397892856440024228927535990899","-0.938892186007859030084101299580764846"
"0.32967698714533048825818836635885","0.221446773769609021478471281300649675"
"0.52655699684979471704208836994836","0.068607815201562576754506243076596487"
"-0.64816770396521502631482404245666","-0.811670020797011001746223218159996663"
"-0.38334316793914872806663803643111","0.049531709727045499712718052371269096"
"-0.27941000510454107473244831971178","0.680728650879994874335486161237810773"
"-0.17331977044915960790140440294116","0.407741715128736399841995465983522471"
"-0.06472688211686943003039889915436","0.673077218197693620664278567680631778"
"2.55096281212669816261577075502818","-0.630051423079950798666943122986333240"
"2.66758412406607278121147081928648","1.643786861341973621505198303174108998"
"2.77894011942767264208881042913187","0.364167962721994508465935669107507228"
"2.89987947396746908480879852742878","0.482505973667670054595753345185330478"
"0.68984000546373254920696753329052","0.513652754914118305528967542866128174"
"0.81011835463224491763769865909603","1.015545998742732820596922888493238411"
"0.93580566799189103525752257241313","0.668083753955528061978126814615360717"
"1.05834011951027946335341687845575","1.203262209005017237945455132321053554"
"0.80529806906001209768293287189165","-1.442584176522895345679207078597130923"
"0.94981718177918659466329915812785","-1.759494337363572969893124269820775640"
"1.21665495171837198278911807052788","-0.633567826781485372601268990076673666"
"2.68627182000052566536620387947535","0.541000278044680507858979179715102695"
"2.80838230597521736350929530684447","-0.397050532500276126592972878873708786"
"0.55927790148846181327543352848807","-0.490111766667404015924686387086197961"
"-0.42753238742312739068746990160930","0.904469303504139297616702232116966186"
"-0.27349585627125583784845091507034","-0.497627840720555942573425966319575400"
"-0.12252823994210167073580850859214","-1.518987883554596079350702188575115275"
"0.01777765051281988811102200490087","-1.806398607323338764941210229795688990"
"-0.80050407317166672744745992614033","0.375792915375524420861391159707631929"
"-0.69160738785129121116582361203776","0.747113128581760461898392712864894790"
"-0.56765044854405571318669967498323","0.340341239305022552480158376658007829"
"-0.44533661535724876497222490994450","0.164732369180843709518070023397603997"
"0.58764450788903992211789564552865","-0.793379071284997484056985998043211647"
"0.66071975229965962270899934543202","-0.647712580922513634046474895522026724"
"-0.24668918455562756073333323950117","0.501724167420178702052000414024820818"
"-0.12880860618949648761460020254359","0.712713662520556540550036660145481961"
"-0.01158543765984267504579378638893","0.137657009531483582534170598862484399"
"0.10413620205998425450504501780706","-0.408704343409134464713825745796568674"
"-1.29415012870428595007329985556705","0.743083383737268743183686904813904243"
"-1.18710115878044189209991329031053","1.111090211289780329774798336057287322"
"-1.09195646398935586616165011149339","0.240242781540604916727567192572907850"
"-0.99643104213434452814793214740799","0.439054508916810210173139717390002140"
"-1.03509180518024375780909679716994","-0.577377995647277472611862062984902316"
"-0.85634793899846646050191047816001","-0.583902049807634158940334415397913482"
"-1.79367732958655629464404558266685","-0.448620639235855008412619214677242797"
"-1.68340843583198676964718721690694","0.359181715268834597811760468187843178"
"-1.58152138500032347179378248375130","0.241252411828209183813748304875287355"
"-1.46440367163977987642868561655077","0.324626149266669825322001078082462420"
"-0.89785938588736482728195275686409","1.210545912169445099469496547936957739"
"-0.78016483039277693158120071575897","1.396414457220258464134322291852117720"
"-0.65397731491176189076724286892350","1.085137935805623529978220469345916561"
"-0.52858005541423160283753384430283","1.390916416798042484616038279900430846"
"1.17304031228124532812461179564433","0.215986134103600068154041376697054030"
"1.31360056175593727781008757903112","-0.871263165810471783378437758404088647"
"1.43881117551560146086255808984716","-1.155873426505151125841481795503049646"
"-1.56950433780901413611807423072304","-1.200244740894540776847012273039852072"
"-1.49141970144107552295617167889377","-1.210371410638293222263013514132988772"
"-0.93598101323656191539005937868601","-0.718860265393598541564983410972645574"
"-0.79749711629635661732685969365436","-0.649193334052744610500303558384042215"
"-0.57050013383273863523148979849738","0.904910631678202309203064385575916210"
"-0.44318389522510690680632202677724","1.066533998543358758074313249263694514"
"-0.30880599384963704875592589406565","0.936905775380718273234702815005624870"
"-0.18459262412803638105277590168341","0.837172590153075418171899134172957391"
"0.70373825708541024264289591632667","1.112154260973679440289931336531258612"
"0.82134462087898297255519649627973","0.612481875097650197086973186941149995"
"0.91861795812873600317520098600492","-0.465665943262094052912917363385730700"
"-0.58732020871613937879951306388346","0.652360027786501085601363608648520289"
"-0.48427188295658475256207621485603","0.919514731080873344905595551405925546"
"-0.38152444178020760824414542858450","0.716324469828043739688910384236948440"
"-0.28237014688491751389912792404884","0.818286815379298700408901247667892110"
"-0.72891382838463924960692535208304","0.917874419554619015606020036087780614"
"-0.60931755699451640471021555077675","1.055846500151489014252117933255826768"
"-0.49670672270152267546476221297715","0.554704539449293305548841519597825056"
"-0.39518376313789416824043225915728","0.695794762123857549064025031625950079"
"-1.60364065298798584878759229525699","0.375329563042432109706611261897541355"
"-1.47965264262818987688657107294127","0.738920699664230095539565396980269164"
"-1.35154582445235731785953454359223","0.591080130888116853598092704111413156"
"-1.23788410329682909304475961562436","0.977876180829885389353107274092308240"
"-0.75297496175784601182664506270498","0.345072556088655397596440539460669006"
"-0.63528562101363051906188158140156","0.525491564534659312207384126443313579"
"-0.51355126866166680641459621780784","-0.194817578603898961403534377666889822"
"-0.39700830405204927784867287678665","-0.082611354979895464829129700249574834"
"-0.16524471062986595170940829633494","0.225189997445164544284140869860246012"
"-0.09324666118881984010298324462628","0.328609448265547386688751923686736448"
"-0.00353210220618478181236843245923","-0.145008543296466409767668790474070052"
"0.09682516631524636153804351217184","-0.924002247187587579385094155040929247"
"-1.09661007501822963316903456501425","1.192824309908610183654630249510842381"
"-1.00168244620768184450642219276815","0.821314511182735694500555899887020510"
"-0.89239226864439598763019698732789","0.463926399579784732737392755638162996"
"-0.81389394434453256890458069431122","1.358593561095648734725132541626934937"
"0.67707989460481771310689909444162","-1.273420908501929446789939733133464227"
"0.83025881514321065015367722499332","-0.993989200386570169298117528747487420"
"1.12258371816176635843277911607988","-1.136771994290537303523175118873643918"
"-0.10317425827285259276475698385641","0.276351825052589718974049327019087643"
"-0.01408783286327612828056186158802","0.205179783566728458506239323667976261"
"0.08542756315304755180483082988884","0.036365226419924164698456891309380631"
"0.19832506355084950614448283450447","-2.568636488630973033663035858159698544"
"-0.33750531264225856890190520196310","-1.356658475581996771004332382414251759"
"-0.23994036863145032714622530744862","-0.322372110156760527105198394344177029"
"-0.13395395102432305949889370531576","-0.438481416719822173404404695175455858"
"-0.04199111201385116403356652747113","-1.471801837589617041812302484873376860"
"-0.88488636682022204294202100393860","0.208103104099759682385829676990867459"
"-0.78748915656194404865751493356464","0.208103104099759682385829676990867459"
"-0.67502236460605449416878859862226","-0.309427475624513037205353046180628266"
"-0.57145045071403733858100851524821","0.179322553296077366013196353867397026"
"1.08423946027796620835954740483569","0.740391140466877553579327052022235515"
"1.15868473601302673825831774377396","0.739288438750436743583588630556234043"
"1.23351998340021395699166913599501","-0.421470230177968743314347861927199945"
"-0.37304725663436513750816261495324","0.468591907299833049491414011147035153"
"-0.21509102110651004539300330014575","0.488986064951657066268019519355587824"
"-0.05741581079243998857445491871949","0.541417317665545611588527886131123774"
"0.08216552260418518587052525260590","-0.832837760701800400400906059921345285"
"0.51034831654454350536106389967821","-1.448482948188344162976539623978793506"
"0.69738364051570669315347257584791","-0.218297353958368634489407537912947808"
"0.88606291984250145767972594895298","-0.742890353371953494681357177478729893"
"-0.97583780681480479706580200046461","-0.565252961306207675264243796521786766"
"-0.88147893981942678938245092489696","-0.046448752369722406660432570019173615"
"-0.79315746028480819124726486999419","-0.300381725893737381062063948960534988"
"-0.72300167650194414981950289248945","0.207759465882317503617715489638708674"
"-1.58513308831967532648066947999801","0.573746578809240271110676148753838099"
"-1.47339008080907523363462021939437","-0.552384637544636020998142220447698930"
"-1.39088110817870465635889798832591","0.471500838196498558238635389921998944"
"-1.30353748349963651531191420919661","0.556219891256719773961298886778148888"
"-0.39913791861121309566196773506492","-0.197038708504271509430298991242920004"
"-0.25286045449240275641009960103611","-0.047661086868334265915034950253190604"
"-0.10544666014711922237435332858459","-0.914504039591995880166900347186986614"
"0.03623396947943293000559523084964","-1.040791532193769397150024496483201207"
