state,county,year,age_25-29,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65-69,age_70-74,age_75-79,age_80-84,age_85-89,age_90-94,age_95-99,over_100
Minnesota,Ramsey,2020,,,,,,,,,,,12,15,15,,
Mississippi,DeSoto,2018,,,,,,,,,14,10,,12,,,
Mississippi,Harrison,2017,,,,,,,,,13,10,12,,,,
Mississippi,Harrison,2018,,,,,,,,,11,,,11,,,
Mississippi,Harrison,2019,,,,,,,,,,12,,12,,,
Mississippi,Harrison,2020,,,,,,,,10,11,,17,,14,,
Mississippi,Jones,2018,,,,,,,,,,,11,,,,
Missouri,Clay,2017,,,,,,,,,,,,,12,,
Missouri,Clay,2018,,,,,,,,,,,,12,13,,
Missouri,Clay,2020,,,,,,,,,,10,,,,,
Missouri,Greene,2017,,,,,,,,,,10,13,,10,,
Missouri,Greene,2018,,,,,,,,,,10,13,18,10,,
Missouri,Greene,2020,,,,,,,,10,,,,,11,,
Missouri,Jackson,2017,,,,,,,,,,11,21,20,18,,
Missouri,Jackson,2018,,,,,,,,,13,10,19,20,15,11,
Missouri,Jackson,2019,,,,,,,,,13,16,,12,13,,
Missouri,Jackson,2020,,,,,,,,,11,13,,17,10,,
Missouri,Jefferson,2017,,,,,,,,,,13,,,,,
Missouri,Jefferson,2018,,,,,,,,,,,,13,,,
Missouri,St. Charles,2017,,,,,,,,,,,13,14,11,,
Missouri,St. Charles,2018,,,,,,,,,,12,10,14,14,10,
Missouri,St. Charles,2019,,,,,,,,,,,,,15,,
Missouri,St. Charles,2020,,,,,,,,,13,,10,,18,,
Missouri,St. Louis,2017,,,,,,,,12,17,19,28,47,43,23,
Missouri,St. Louis,2018,,,,,,,,12,12,25,25,53,52,16,
Missouri,St. Louis,2019,,,,,,,,10,,19,23,27,31,13,
Missouri,St. Louis,2020,,,,,,,14,,16,29,26,40,35,14,
Missouri,St. Louis city,2017,,,,,,,,,,,,10,,,
Missouri,St. Louis city,2018,,,,,,,,,,,,,11,,
Nebraska,Douglas,2017,,,,,,,,,,,,16,13,,
Nebraska,Douglas,2018,,,,,,,,,,,13,12,11,,
Nebraska,Douglas,2019,,,,,,,,,13,,,16,,,
Nebraska,Douglas,2020,,,,,,,,11,,,,,,,
Nebraska,Lancaster,2017,,,,,,,,,,,,12,,,
Nebraska,Lancaster,2018,,,,,,,,,,,,,10,,
Nevada,Clark,2017,,,,,24,26,43,44,73,47,55,52,43,11,
Nevada,Clark,2018,,,,,18,20,33,36,45,46,48,51,26,,
Nevada,Clark,2019,,,,,13,18,21,25,51,42,46,38,24,,
Nevada,Clark,2020,,,,,22,16,25,45,49,43,57,38,19,,
Nevada,Washoe,2017,,,,,,,,11,12,,13,,13,,
Nevada,Washoe,2018,,,,,,,,,,18,,15,14,,
Nevada,Washoe,2019,,,,,,,,,,,10,,,,
Nevada,Washoe,2020,,,,,,,,,,13,,,,,
New Hampshire,Cheshire,2018,,,,,,,,,,,,,11,,
New Hampshire,Hillsborough,2017,,,,,,,,,,,14,12,16,,
New Hampshire,Hillsborough,2018,,,,,,,,,,,15,16,16,12,
New Hampshire,Hillsborough,2019,,,,,,,,,,,,14,,,
New Hampshire,Hillsborough,2020,,,,,,,,,,,12,10,10,,
New Hampshire,Rockingham,2017,,,,,,,,,,,13,12,,,
New Hampshire,Rockingham,2018,,,,,,,,,,,,,11,,
New Hampshire,Rockingham,2020,,,,,,,,,,,,11,,,
New Jersey,Atlantic,2018,,,,,,,,,,,13,,,,
New Jersey,Bergen,2017,,,,,,,,,,,34,34,29,24,
New Jersey,Bergen,2018,,,,,,,,,,20,14,36,47,13,
New Jersey,Bergen,2019,,,,,,,,,,12,14,27,29,20,
New Jersey,Bergen,2020,,,,,,,,,14,17,22,28,29,17,
New Jersey,Burlington,2017,,,,,,,,,,,12,11,11,,
New Jersey,Burlington,2019,,,,,,,,,,,,13,12,,
New Jersey,Burlington,2020,,,,,,,,,,,14,12,,,
New Jersey,Camden,2017,,,,,,,,,,,14,12,12,,
New Jersey,Camden,2018,,,,,,,,11,,11,,16,19,,
New Jersey,Camden,2019,,,,,,,,,,16,,,,,
New Jersey,Camden,2020,,,,,,,11,,,14,13,15,15,,
New Jersey,Cumberland,2018,,,,,,,,,,,10,,,,
New Jersey,Cumberland,2019,,,,,,,,,,,,,13,,
New Jersey,Cumberland,2020,,,,,,,,,,,11,,,,
New Jersey,Essex,2017,,,,,,,,,,,21,17,20,,
New Jersey,Essex,2018,,,,,,10,,,,12,25,17,13,,
New Jersey,Essex,2019,,,,,,,,,,,16,29,16,,
New Jersey,Essex,2020,,,,,,,,,19,18,17,26,20,14,
New Jersey,Gloucester,2017,,,,,,,,,,11,,,,,
New Jersey,Gloucester,2018,,,,,,,,,,,,,13,,
New Jersey,Gloucester,2020,,,,,,,,,,12,12,,13,,
New Jersey,Hudson,2017,,,,,,,,,,,13,14,16,,
New Jersey,Hudson,2018,,,,,,,,,,11,,18,18,,
New Jersey,Hudson,2019,,,,,,,,10,,,14,13,11,,
New Jersey,Hudson,2020,,,,,,,,,,12,24,18,16,,
New Jersey,Mercer,2018,,,,,,,,,,,,13,10,,
New Jersey,Mercer,2019,,,,,,,,,,,12,,,,
New Jersey,Mercer,2020,,,,,,,,,,,,,12,,
New Jersey,Middlesex,2017,,,,,,,,,,10,16,29,22,15,
New Jersey,Middlesex,2018,,,,,,,,,14,,24,28,31,14,
New Jersey,Middlesex,2019,,,,,,,,,,14,14,18,27,13,
New Jersey,Middlesex,2020,,,,,,,,13,14,13,25,21,20,12,
New Jersey,Monmouth,2017,,,,,,,,,,,10,18,22,12,
New Jersey,Monmouth,2018,,,,,,,,,,,10,20,27,,
New Jersey,Monmouth,2019,,,,,,,,,,,10,14,16,13,
New Jersey,Monmouth,2020,,,,,,,,,,18,14,20,18,,
New Jersey,Morris,2017,,,,,,,,,,13,,,18,,
New Jersey,Morris,2018,,,,,,,,,,,,14,21,,
New Jersey,Morris,2019,,,,,,,,,,10,,14,16,,
New Jersey,Morris,2020,,,,,,,,,,,13,11,17,11,
New Jersey,Ocean,2017,,,,,,,,,11,10,11,19,24,,
New Jersey,Ocean,2018,,,,,,,,,,13,11,21,19,,
New Jersey,Ocean,2019,,,,,,,,,,13,14,19,14,12,
New Jersey,Ocean,2020,,,,,,,,,15,17,16,20,20,,
New Jersey,Passaic,2017,,,,,,,,,,,12,,12,,
New Jersey,Passaic,2018,,,,,,,,,,11,,10,11,,
New Jersey,Passaic,2019,,,,,,,,,,,,,11,,
New Jersey,Passaic,2020,,,,,,,10,10,,18,13,15,10,,
New Jersey,Somerset,2017,,,,,,,,,,,,15,12,10,
New Jersey,Somerset,2018,,,,,,,,,,,10,13,13,,
New Jersey,Somerset,2019,,,,,,,,,,,,,12,,
New Jersey,Somerset,2020,,,,,,,,,,,,14,13,,
New Jersey,Union,2017,,,,,,,,,,,,,14,,
New Jersey,Union,2018,,,,,,,,,,12,10,22,19,,
New Jersey,Union,2019,,,,,,,,,,,10,11,,,
New Jersey,Union,2020,,,,,,,,12,13,,16,14,17,,
New Mexico,Bernalillo,2017,,,,,,,,,,12,,14,14,,
New Mexico,Bernalillo,2018,,,,,,,,,11,15,13,20,13,,
New Mexico,Bernalillo,2019,,,,,,11,,,,,13,11,,,
New Mexico,Bernalillo,2020,,,,,12,,10,,15,12,13,,11,,
New York,Albany,2017,,,,,,,,,12,,,16,14,,
New York,Albany,2018,,,,,,,,,,,12,17,14,,
New York,Albany,2019,,,,,,,,,,14,11,11,13,,
New York,Bronx,2017,,,,,19,18,24,31,41,53,71,53,55,28,
New York,Bronx,2018,,,,12,18,19,35,42,47,52,50,50,46,20,
New York,Bronx,2019,,,,,15,28,30,36,32,45,54,38,41,23,
New York,Bronx,2020,,,,,18,22,43,50,58,68,67,73,35,17,
New York,Broome,2017,,,,,,,,,,,,11,11,10,
New York,Broome,2018,,,,,,,,,,,,,18,,
New York,Broome,2020,,,,,,,,,,,,13,,,
New York,Dutchess,2017,,,,,,,,,,,,13,16,,
New York,Dutchess,2018,,,,,,,,10,,,,12,12,,
New York,Dutchess,2019,,,,,,,,,,,,14,11,,
New York,Dutchess,2020,,,,,,,,,10,,11,12,,,
New York,Erie,2017,,,,,,12,12,18,13,25,38,43,29,19,
New York,Erie,2018,,,,,,,11,19,17,30,35,45,38,12,
New York,Erie,2019,,,,,,,12,10,20,30,41,50,43,20,
New York,Erie,2020,,,,,,,17,16,26,26,25,32,30,,
New York,Kings,2017,,,,,16,19,30,56,66,75,85,115,114,55,18
New York,Kings,2018,,,,,,15,27,56,51,67,93,122,119,70,
New York,Kings,2019,,,11,,12,15,22,41,49,42,72,93,88,44,
New York,Kings,2020,,,,15,19,33,47,50,77,75,103,107,104,46,13
New York,Monroe,2017,,,,,,,,14,,12,19,34,39,18,
New York,Monroe,2018,,,,,,,10,12,13,19,28,35,23,17,
New York,Monroe,2019,,,,,,,10,16,19,22,21,33,34,28,
New York,Monroe,2020,,,,,,,,,12,15,24,36,21,13,
New York,Nassau,2017,,,,,,,,13,17,27,40,48,51,26,10
New York,Nassau,2018,,,,,,,13,12,19,22,40,61,71,32,
New York,Nassau,2019,,,,,,,,10,13,23,35,44,50,27,
New York,Nassau,2020,,,,,,11,10,18,22,25,42,45,61,34,
New York,New York,2017,,,,,,,,11,18,42,31,52,49,28,
New York,New York,2018,,,,,,,11,15,28,33,44,63,48,34,
New York,New York,2019,,,,,,18,15,,19,31,28,42,37,31,12
New York,New York,2020,,,,,12,20,14,10,26,31,45,53,49,22,
New York,Niagara,2018,,,,,,,,,,,,11,,,
New York,Oneida,2017,,,,,,,,,,,,12,17,,
New York,Oneida,2018,,,,,,,,,,,,10,14,,
New York,Oneida,2019,,,,,,,,,11,,,17,,,
New York,Oneida,2020,,,,,,,,,,,,11,11,10,
New York,Onondaga,2017,,,,,,,,,10,,14,17,17,11,
New York,Onondaga,2018,,,,,,,,,,11,13,30,24,20,
New York,Onondaga,2019,,,,,,,,10,,11,15,27,29,11,
New York,Onondaga,2020,,,,,,,,,,,13,14,16,12,
New York,Orange,2017,,,,,,,,,,12,12,,11,,
New York,Orange,2018,,,,,,,,,,,12,,15,,
New York,Orange,2019,,,,,,,,,,11,,10,16,,
New York,Orange,2020,,,,,,,,,,10,15,14,,,
New York,Queens,2017,,,,,,,24,32,31,59,78,108,100,42,11
New York,Queens,2018,,,,,15,11,22,29,52,71,78,91,96,42,
New York,Queens,2019,,,,,,16,20,32,36,64,64,84,76,30,
New York,Queens,2020,,,,,10,21,34,37,64,80,76,115,93,53,
New York,Rensselaer,2020,,,,,,,,,,,,10,,,
New York,Richmond,2017,,,,,,,,,14,14,17,26,16,,
New York,Richmond,2018,,,,,,,,,10,,,25,19,,
New York,Richmond,2019,,,,,,,,,,10,,10,10,,
New York,Richmond,2020,,,,,,,,,10,,15,11,,,
New York,Rockland,2017,,,,,,,,,,,,17,15,10,
New York,Rockland,2018,,,,,,,,,,,18,17,15,,
New York,Rockland,2019,,,,,,,,,,14,12,21,18,,
New York,Rockland,2020,,,,,,,10,10,17,20,14,12,17,,
New York,Saratoga,2017,,,,,,,,,,,,14,,,
New York,Saratoga,2018,,,,,,,,,,,,10,,,
New York,Saratoga,2019,,,,,,,,,,,15,,,,
New York,Schenectady,2018,,,,,,,,,,,,,13,,
New York,Schenectady,2019,,,,,,,,,,,11,15,10,,
New York,Schenectady,2020,,,,,,,,,10,,,,13,,
New York,Suffolk,2017,,,,,,13,20,13,21,35,45,69,62,32,
New York,Suffolk,2018,,,,,,11,13,25,39,24,53,65,64,34,
New York,Suffolk,2019,,,,,12,13,22,14,27,31,48,63,56,34,
New York,Suffolk,2020,,,,,,15,26,30,36,44,51,51,65,22,
New York,Ulster,2017,,,,,,,,,,,,,10,,
New York,Ulster,2018,,,,,,,,,,,,,11,,
New York,Westchester,2017,,,,,,,,,20,20,27,49,44,23,
New York,Westchester,2018,,,,,,,,14,22,28,28,42,57,22,14
New York,Westchester,2019,,,,,,,14,12,15,20,17,28,37,21,
New York,Westchester,2020,,,,,,,12,12,24,26,33,37,44,26,10
North Carolina,Buncombe,2017,,,,,,,,,,,,19,11,,
North Carolina,Buncombe,2019,,,,,,,,,,,11,,,,
North Carolina,Buncombe,2020,,,,,,,,,,,,10,10,,
North Carolina,Cabarrus,2017,,,,,,,,,10,,,,,,
North Carolina,Catawba,2018,,,,,,,,,,,,,11,,
North Carolina,Cumberland,2017,,,,,,,,,,,,13,,,
North Carolina,Cumberland,2020,,,,,,,,,,10,,,,,
North Carolina,Forsyth,2017,,,,,,,,,,,14,11,11,,
North Carolina,Forsyth,2018,,,,,,,,,,,11,10,11,,
North Carolina,Forsyth,2019,,,,,,,,,,10,,11,13,,
North Carolina,Forsyth,2020,,,,,,,,,,,,12,11,,
North Carolina,Gaston,2017,,,,,,,,,,,11,10,,,
North Carolina,Gaston,2018,,,,,,,,,12,,14,11,,,
North Carolina,Gaston,2020,,,,,,,,10,,,,12,,,
North Carolina,Guilford,2017,,,,,,,,,13,12,21,18,22,,
North Carolina,Guilford,2018,,,,,,,,,10,13,20,21,24,,
North Carolina,Guilford,2019,,,,,,,10,,,10,15,24,20,,
North Carolina,Guilford,2020,,,,,,,,,,10,12,11,16,,
North Carolina,Haywood,2017,,,,,,,,,,,,15,,,
North Carolina,Henderson,2017,,,,,,,,,,,,12,,,
North Carolina,Mecklenburg,2017,,,,,,,,,,,18,24,17,17,
North Carolina,Mecklenburg,2018,,,,,,,,14,,11,20,21,14,11,
North Carolina,Mecklenburg,2019,,,,,,,,,,13,,14,12,,
North Carolina,Mecklenburg,2020,,,,,,,10,10,,10,14,13,,,
North Carolina,New Hanover,2019,,,,,,,,,,,,11,11,,
North Carolina,Rowan,2018,,,,,,,,,,,,10,,,
North Carolina,Rowan,2019,,,,,,,,,,,,12,10,,
North Carolina,Wake,2017,,,,,,,,13,,10,12,25,21,,
North Carolina,Wake,2018,,,,,,,,10,,,,14,15,11,
North Carolina,Wake,2019,,,,,,,,,11,10,12,12,,,
North Carolina,Wake,2020,,,,,,,,,,,,11,11,,
Ohio,Allen,2017,,,,,,,,,,,,,10,,
Ohio,Butler,2017,,,,,,,,,,,,17,,,
Ohio,Butler,2018,,,,,,,,,,14,,17,11,,
Ohio,Butler,2020,,,,,,,,,,,12,14,10,,
Ohio,Clark,2017,,,,,,,,,,,10,,,,
Ohio,Clermont,2018,,,,,,,,,,,,,10,,
Ohio,Clermont,2019,,,,,,,,,,,11,,,,
Ohio,Clermont,2020,,,,,,,,,11,,,,,,
Ohio,Cuyahoga,2017,,,,,,12,,13,18,18,23,40,43,22,
Ohio,Cuyahoga,2018,,,,,,,17,21,17,20,17,45,36,27,
Ohio,Cuyahoga,2019,,,,,,14,12,,16,11,23,31,34,13,
Ohio,Cuyahoga,2020,,,,,,10,18,11,20,15,34,31,27,13,
Ohio,Franklin,2017,,,,,,10,10,16,29,18,27,37,25,10,
Ohio,Franklin,2018,,,,11,10,15,13,18,20,21,29,28,36,11,
Ohio,Franklin,2019,,,,,11,12,15,27,14,23,19,27,20,10,
Ohio,Franklin,2020,,,,,,14,16,22,28,15,21,26,10,,
Ohio,Hamilton,2017,,,,,,,,20,,11,20,26,32,,
Ohio,Hamilton,2018,,,,,,,,10,15,10,12,35,31,15,
Ohio,Hamilton,2019,,,,,,,10,,16,11,22,19,14,11,
Ohio,Hamilton,2020,,,,,,,,16,,25,26,21,10,,
Ohio,Lake,2018,,,,,,,,,,,13,,15,,
Ohio,Lake,2019,,,,,,,,,,12,,,,,
Ohio,Licking,2018,,,,,,,,,,,10,,,,
Ohio,Licking,2019,,,,,,,,,,,10,,,,
Ohio,Lorain,2017,,,,,,,,,,,,,17,,
Ohio,Lorain,2018,,,,,,,,,,,,12,,,
Ohio,Lorain,2019,,,,,,,,,,,,,13,,
Ohio,Lucas,2017,,,,,,,,,,,10,14,,,
Ohio,Lucas,2018,,,,,,,,10,,,,17,12,,
Ohio,Lucas,2020,,,,,,,,,10,12,,,,,
Ohio,Mahoning,2017,,,,,,,,,,,,14,,,
Ohio,Mahoning,2018,,,,,,,,,,,,,10,,
Ohio,Mahoning,2020,,,,,,,,,,,,,10,,
Ohio,Montgomery,2017,,,,,,,,,10,11,,14,,13,
Ohio,Montgomery,2018,,,,,,,,,,,,13,10,,
Ohio,Montgomery,2019,,,,,,,,,12,,12,,,,
Ohio,Montgomery,2020,,,,,,,,11,10,14,11,23,12,,
Ohio,Stark,2017,,,,,,,,,,,10,16,10,,
Ohio,Stark,2018,,,,,,,,,,,10,12,17,,
Ohio,Stark,2019,,,,,,,,,,,,,14,10,
Ohio,Stark,2020,,,,,,,,,17,,,13,,,
Ohio,Summit,2017,,,,,,,14,,,16,,11,11,12,
Ohio,Summit,2018,,,,,,,,,,,14,21,17,,
Ohio,Summit,2019,,,,,,,,,,,15,19,19,,
Ohio,Summit,2020,,,,,,,,,,,11,14,12,,
Ohio,Trumbull,2017,,,,,,,,,,,10,,17,,
Ohio,Trumbull,2018,,,,,,,,,,,12,11,12,,
Oklahoma,Oklahoma,2017,,,,,,,,,14,,14,13,17,,
Oklahoma,Oklahoma,2018,,,,,,,,17,11,19,15,16,,,
Oklahoma,Oklahoma,2019,,,,,,,,13,,13,,,12,,
Oklahoma,Oklahoma,2020,,,,,,,10,,13,,21,17,,,
Oklahoma,Tulsa,2017,,,,,,,,12,,18,,23,10,,
Oklahoma,Tulsa,2018,,,,,,,11,,,15,14,18,16,,
Oklahoma,Tulsa,2019,,,,,,,10,,18,14,13,13,21,,
Oklahoma,Tulsa,2020,,,,,,,12,12,12,12,10,13,,,
Oregon,Clackamas,2018,,,,,,,,,,,12,,,,
Oregon,Jackson,2018,,,,,,,,,,,,14,,,
Oregon,Lane,2017,,,,,,,,,,,,,11,,
Oregon,Lane,2018,,,,,,,,,,,10,10,11,,
Oregon,Lane,2019,,,,,,,,,,,,10,,,
Oregon,Marion,2017,,,,,,,,,,,,11,,,
Oregon,Multnomah,2017,,,,,,,,,,,,18,19,,
Oregon,Multnomah,2018,,,,,,,,,11,,11,,,,
Oregon,Multnomah,2019,,,,,,,,,10,,11,14,13,,
Oregon,Multnomah,2020,,,,,,,,,12,11,,,,,
Pennsylvania,Allegheny,2017,,,,,,16,,18,17,23,38,67,56,25,
Pennsylvania,Allegheny,2018,,,,,,14,18,20,30,26,30,69,55,27,
Pennsylvania,Allegheny,2019,,,,,,,19,21,18,29,35,37,58,27,
Pennsylvania,Allegheny,2020,,,,,,13,11,19,32,33,34,36,28,20,
Pennsylvania,Beaver,2017,,,,,,,,,,,,11,10,,
Pennsylvania,Beaver,2018,,,,,,,,,,,11,11,,,
Pennsylvania,Berks,2017,,,,,,,,,,,13,21,16,,
Pennsylvania,Berks,2018,,,,,,,,,,12,,15,20,14,
Pennsylvania,Berks,2019,,,,,,,,,,11,,11,22,11,
Pennsylvania,Berks,2020,,,,,,,,,,,,15,12,,
Pennsylvania,Blair,2017,,,,,,,,,,,,,11,,
Pennsylvania,Bucks,2017,,,,,,,,,11,19,21,32,24,,
Pennsylvania,Bucks,2018,,,,,,,,,,16,17,27,30,10,
Pennsylvania,Bucks,2019,,,,,,,,,,15,20,25,24,10,
Pennsylvania,Bucks,2020,,,,,,,,13,10,15,13,25,19,,
Pennsylvania,Butler,2017,,,,,,,,,,,,10,,,
Pennsylvania,Butler,2018,,,,,,,,,,10,,,,,
Pennsylvania,Butler,2019,,,,,,,,,,,,10,10,,
Pennsylvania,Butler,2020,,,,,,,,,,,10,10,,,
Pennsylvania,Cambria,2018,,,,,,,,,,,,14,10,,
Pennsylvania,Cambria,2019,,,,,,,,,,,10,,,,
Pennsylvania,Centre,2017,,,,,,,,,,,,,12,,
Pennsylvania,Chester,2017,,,,,,,,,,,16,13,13,,
Pennsylvania,Chester,2018,,,,,,,,,10,10,,12,24,,
Pennsylvania,Chester,2019,,,,,,,,,,11,,18,,,
Pennsylvania,Chester,2020,,,,,,,,,,10,11,13,12,,
Pennsylvania,Cumberland,2017,,,,,,,,,,,12,,18,,
Pennsylvania,Cumberland,2018,,,,,,,,,,10,,16,14,,
Pennsylvania,Cumberland,2019,,,,,,,,,,,12,,15,,
Pennsylvania,Dauphin,2017,,,,,,,,,,,,14,,,
Pennsylvania,Dauphin,2018,,,,,,,,,,,,,12,10,
Pennsylvania,Dauphin,2019,,,,,,,,,,,,,10,,
Pennsylvania,Delaware,2017,,,,,,,,,,11,12,26,22,12,
Pennsylvania,Delaware,2018,,,,,,,,,,19,10,18,24,13,
Pennsylvania,Delaware,2019,,,,,,,,10,14,13,11,18,23,,
Pennsylvania,Delaware,2020,,,,,,,10,10,,13,17,16,,12,
Pennsylvania,Erie,2017,,,,,,,,,,,,16,17,,
Pennsylvania,Erie,2018,,,,,,,,,11,,10,10,14,,
Pennsylvania,Erie,2019,,,,,,,,,,,10,,,,
Pennsylvania,Erie,2020,,,,,,,,,,,12,,13,,
Pennsylvania,Franklin,2017,,,,,,,,,,,,13,10,,
Pennsylvania,Lackawanna,2017,,,,,,,,,,,,15,,,
Pennsylvania,Lancaster,2017,,,,,,,,,,,16,26,23,,
Pennsylvania,Lancaster,2018,,,,,,,,,,,16,18,15,12,
Pennsylvania,Lancaster,2019,,,,,,,,,,,10,12,14,12,
Pennsylvania,Lancaster,2020,,,,,,,,,,,,,11,,
Pennsylvania,Lehigh,2017,,,,,,,,,,,,,13,,
Pennsylvania,Lehigh,2018,,,,,,,,,,,11,12,11,10,
Pennsylvania,Lehigh,2019,,,,,,,,,,,,,12,,
Pennsylvania,Lehigh,2020,,,,,,,,,,,,13,,,
Pennsylvania,Luzerne,2017,,,,,,,,,,,10,,18,,
Pennsylvania,Luzerne,2018,,,,,,,,,,15,,15,,,
Pennsylvania,Luzerne,2019,,,,,,,,,,,,,11,,
Pennsylvania,Luzerne,2020,,,,,,,,,,,11,,,,
Pennsylvania,Montgomery,2017,,,,,,,,12,11,13,24,50,32,26,
Pennsylvania,Montgomery,2018,,,,,,,,,18,10,26,28,31,14,
Pennsylvania,Montgomery,2019,,,,,,,,,,17,15,33,34,13,
Pennsylvania,Montgomery,2020,,,,,,,,,12,22,21,24,27,21,
Pennsylvania,Northampton,2017,,,,,,,,,,,,12,,,
Pennsylvania,Northampton,2018,,,,,,,,,,,,13,,,
Pennsylvania,Northampton,2019,,,,,,,,,,10,,,13,,
Pennsylvania,Northumberland,2017,,,,,,,,,,,,10,,,
Pennsylvania,Philadelphia,2017,,,,,,11,20,13,18,16,24,36,26,10,
Pennsylvania,Philadelphia,2018,,,,11,11,15,16,25,21,21,29,27,41,17,
Pennsylvania,Philadelphia,2019,,,,,,14,13,13,18,27,37,19,24,10,
Pennsylvania,Philadelphia,2020,,,,,,20,24,21,27,32,25,29,32,12,
Pennsylvania,Washington,2017,,,,,,,,,,,,12,,,
Pennsylvania,Washington,2018,,,,,,,,,,,,,10,,
Pennsylvania,Westmoreland,2017,,,,,,,,,,,13,24,24,13,
Pennsylvania,Westmoreland,2018,,,,,,,,,14,13,17,20,21,14,
Pennsylvania,Westmoreland,2019,,,,,,,,,14,11,14,20,23,11,
Pennsylvania,Westmoreland,2020,,,,,,,,,,11,14,16,18,10,
Pennsylvania,York,2017,,,,,,,,,,11,17,22,21,10,
Pennsylvania,York,2018,,,,,,,,,10,12,11,23,22,,
Pennsylvania,York,2019,,,,,,,,,,13,16,19,18,11,
Pennsylvania,York,2020,,,,,,,,,,12,17,,13,,
Rhode Island,Kent,2017,,,,,,,,,,,,11,,,
Rhode Island,Kent,2019,,,,,,,,,,,,13,,,
Rhode Island,Providence,2017,,,,,,,,,,10,,27,25,,
Rhode Island,Providence,2018,,,,,,,,,,15,17,16,21,13,
Rhode Island,Providence,2019,,,,,,,,,12,,12,18,13,,
Rhode Island,Providence,2020,,,,,,,,,,,11,12,17,,
South Carolina,Anderson,2018,,,,,,,,,,,10,,,,
South Carolina,Beaufort,2018,,,,,,,,,,10,,,,,
South Carolina,Charleston,2020,,,,,,,,,10,,,,,,
South Carolina,Cherokee,2017,,,,,,,,,,12,17,14,15,,
South Carolina,Cherokee,2018,,,,,,,,,,12,13,14,,,
South Carolina,Cherokee,2019,,,,,,,,,,,,11,15,,
South Carolina,Cherokee,2020,,,,,,,,,,11,,14,10,,
South Carolina,Greenville,2018,,,,,,,,,,,10,,,,
South Carolina,Greenville,2019,,,,,,,,,,11,,,,,
South Carolina,Horry,2017,,,,,,,,,,11,,,,,
South Carolina,Horry,2020,,,,,,,,,,,12,,,,
South Carolina,Richland,2020,,,,,,,,,,10,,,,,
South Carolina,Spartanburg,2017,,,,,,,,,,,,13,,,
South Carolina,Spartanburg,2019,,,,,,,,,,,,14,,,
Tennessee,Blount,2017,,,,,,,,,,,,10,11,,
Tennessee,Davidson,2017,,,,,,,,,,,10,13,18,,
Tennessee,Davidson,2018,,,,,,,,,,,16,18,14,,
Tennessee,Davidson,2019,,,,,,,,,,,15,12,10,,
Tennessee,Davidson,2020,,,,,,,,,15,11,13,16,,,
Tennessee,Hamilton,2018,,,,,,,,,,,,11,,,
Tennessee,Hamilton,2020,,,,,,,,,,13,11,,,,
Tennessee,Knox,2017,,,,,,,,,13,22,10,18,19,,
Tennessee,Knox,2018,,,,,,,,11,12,22,12,22,15,,
Tennessee,Knox,2019,,,,,,,,,,13,,17,,,
Tennessee,Knox,2020,,,,,,,,,10,,13,,12,,
Tennessee,Rutherford,2020,,,,,,,,,,,,10,,,
Tennessee,Shelby,2017,,,,,,,13,23,18,19,17,31,16,,
Tennessee,Shelby,2018,,,,,,,,21,19,17,21,23,26,,
Tennessee,Shelby,2019,,,,,,16,11,14,18,19,15,28,23,14,
Tennessee,Shelby,2020,,,,,,11,15,23,29,24,32,30,24,10,
Tennessee,Sullivan,2017,,,,,,,,11,,,,,,,
Tennessee,Sullivan,2019,,,,,,,,,,10,,,,,
Tennessee,Sullivan,2020,,,,,,,,,11,,,,,,
Tennessee,Washington,2018,,,,,,,,,,,11,,,,
Texas,Bexar,2017,,,,,12,11,21,10,17,17,16,18,28,,
Texas,Bexar,2018,,,,,10,17,15,21,16,24,20,24,13,,
Texas,Bexar,2019,,,,,10,14,18,18,18,17,10,19,20,,
Texas,Bexar,2020,,,,,,11,24,15,19,23,17,20,16,,
Texas,Cameron,2020,,,,,,,,,,,,10,,,
Texas,Collin,2017,,,,,,,,,,,12,13,11,,
Texas,Collin,2018,,,,,,,,,,,13,17,18,,
Texas,Collin,2019,,,,,,,,,,11,17,17,10,,
Texas,Collin,2020,,,,,,,,,,16,11,11,,,
Texas,Dallas,2017,,,,,10,20,21,18,27,20,37,32,30,14,
Texas,Dallas,2018,,,,12,11,22,22,29,38,31,54,50,41,22,
Texas,Dallas,2019,,,,,,12,18,23,23,27,26,40,20,19,
Texas,Dallas,2020,,,,,16,22,28,23,31,35,42,33,22,13,
Texas,Denton,2017,,,,,,,,,,,,,10,,
Texas,Denton,2018,,,,,,,,,,12,,10,,,
Texas,Denton,2019,,,,,,,,,,,10,,,,
Texas,Denton,2020,,,,,,,,,,10,,10,,,
Texas,El Paso,2018,,,,,,,,,,12,14,12,,,
Texas,El Paso,2019,,,,,,,,,,,12,12,17,,
Texas,El Paso,2020,,,,,,,,,11,,,12,,,
Texas,Fort Bend,2017,,,,,,,,,11,,,,,,
Texas,Fort Bend,2018,,,,,,,,,15,11,,18,,,
Texas,Fort Bend,2019,,,,,,,,,,15,13,11,,,
Texas,Fort Bend,2020,,,,,,,,12,12,19,11,,,,
Texas,Galveston,2019,,,,,,,,,,10,,,,,
Texas,Harris,2017,,,,15,22,18,31,38,50,46,68,52,51,19,
Texas,Harris,2018,,,,16,15,27,33,39,51,53,64,65,51,30,
