"state","year","week","visit_date","total_patients","ili_patients","total_population","population_over_65","total_deaths","deaths_over_65"
"Arizona",2022,1,"2022-01-01",11256,337,"4397604","1297802",NULL,NULL
"Arizona",2022,2,"2022-01-08",11563,404,"4397604","1297802",NULL,NULL
"Arizona",2022,3,"2022-01-15",9479,340,"4397604","1297802",NULL,NULL
"Arizona",2022,4,"2022-01-22",10420,225,"4397604","1297802",NULL,NULL
"Arizona",2022,5,"2022-01-29",10248,184,"4397604","1297802",NULL,NULL
"Arizona",2022,6,"2022-02-05",10316,175,"4397604","1297802",NULL,NULL
"Arizona",2022,7,"2022-02-12",10726,177,"4397604","1297802",NULL,NULL
"Arizona",2022,8,"2022-02-19",9424,169,"4397604","1297802",NULL,NULL
"Arizona",2022,9,"2022-02-26",10277,130,"4397604","1297802",NULL,NULL
"Arizona",2022,10,"2022-03-05",10279,142,"4397604","1297802",NULL,NULL
"Arizona",2022,11,"2022-03-12",10299,135,"4397604","1297802",NULL,NULL
"Arizona",2022,12,"2022-03-19",11203,154,"4397604","1297802",NULL,NULL
"Arizona",2022,13,"2022-03-26",9628,115,"4397604","1297802",NULL,NULL
"Arizona",2022,14,"2022-04-02",10396,140,"4397604","1297802",NULL,NULL
"Arizona",2022,15,"2022-04-09",10813,141,"4397604","1297802",NULL,NULL
"Arizona",2022,16,"2022-04-16",11404,133,"4397604","1297802",NULL,NULL
"Arizona",2022,17,"2022-04-23",10321,142,"4397604","1297802",NULL,NULL
"Arizona",2022,18,"2022-04-30",10813,152,"4397604","1297802",NULL,NULL
"Arizona",2022,19,"2022-05-07",11189,187,"4397604","1297802",NULL,NULL
"Arizona",2022,20,"2022-05-14",9487,149,"4397604","1297802",NULL,NULL
"Arizona",2022,21,"2022-05-21",10163,165,"4397604","1297802",NULL,NULL
"Arizona",2022,22,"2022-05-28",9267,133,"4397604","1297802",NULL,NULL
"Arizona",2022,23,"2022-06-04",9829,118,"4397604","1297802",NULL,NULL
"Arizona",2022,24,"2022-06-11",9908,113,"4397604","1297802",NULL,NULL
"Arizona",2022,25,"2022-06-18",9893,110,"4397604","1297802",NULL,NULL
"Arizona",2022,26,"2022-06-25",10324,106,"4397604","1297802",NULL,NULL
"Arizona",2022,27,"2022-07-02",9503,105,"4397604","1297802",NULL,NULL
"Arizona",2022,28,"2022-07-09",9870,109,"4397604","1297802",NULL,NULL
"Arizona",2022,29,"2022-07-16",9841,98,"4397604","1297802",NULL,NULL
"Arizona",2022,30,"2022-07-23",9843,73,"4397604","1297802",NULL,NULL
"Arizona",2022,31,"2022-07-30",10100,106,"4397604","1297802",NULL,NULL
"Arizona",2022,32,"2022-08-06",9877,76,"4397604","1297802",NULL,NULL
"Arizona",2022,33,"2022-08-13",10429,106,"4397604","1297802",NULL,NULL
"Arizona",2022,34,"2022-08-20",11079,101,"4397604","1297802",NULL,NULL
"Arizona",2022,35,"2022-08-27",10887,95,"4397604","1297802",NULL,NULL
"Arizona",2022,36,"2022-09-03",9690,81,"4397604","1297802",NULL,NULL
"Arizona",2022,37,"2022-09-10",10532,70,"4397604","1297802",NULL,NULL
"Arizona",2022,38,"2022-09-17",11014,75,"4397604","1297802",NULL,NULL
"Arizona",2022,39,"2022-09-24",10860,92,"4397604","1297802",NULL,NULL
"Arizona",2022,40,"2022-10-01",20080,268,"4397604","1297802",NULL,NULL
"Arizona",2022,41,"2022-10-08",20470,264,"4397604","1297802",NULL,NULL
"Arizona",2022,42,"2022-10-15",21176,286,"4397604","1297802",NULL,NULL
"Arizona",2022,43,"2022-10-22",20766,322,"4397604","1297802",NULL,NULL
"Arizona",2022,44,"2022-10-29",21281,566,"4397604","1297802",NULL,NULL
"Arizona",2022,45,"2022-11-05",23186,837,"4397604","1297802",NULL,NULL
"Arizona",2022,46,"2022-11-12",24096,1071,"4397604","1297802",NULL,NULL
"Arizona",2022,47,"2022-11-19",21240,1099,"4397604","1297802",NULL,NULL
"Arizona",2022,48,"2022-11-26",25721,1391,"4397604","1297802",NULL,NULL
"Arizona",2022,49,"2022-12-03",21043,1130,"4397604","1297802",NULL,NULL
"Arizona",2022,50,"2022-12-10",22845,954,"4397604","1297802",NULL,NULL
"Arizona",2022,51,"2022-12-17",21288,905,"4397604","1297802",NULL,NULL
"Arizona",2022,52,"2022-12-24",21962,857,"4397604","1297802",NULL,NULL
"Arizona",2023,1,"2023-01-01",21572,559,NULL,NULL,NULL,NULL
"Arizona",2023,2,"2023-01-08",22119,379,NULL,NULL,NULL,NULL
"Arizona",2023,3,"2023-01-15",23455,335,NULL,NULL,NULL,NULL
"Arizona",2023,4,"2023-01-22",21903,341,NULL,NULL,NULL,NULL
"Arizona",2023,5,"2023-01-29",22677,393,NULL,NULL,NULL,NULL
"Arizona",2023,6,"2023-02-05",22779,405,NULL,NULL,NULL,NULL
"Arizona",2023,7,"2023-02-12",22215,360,NULL,NULL,NULL,NULL
"Arizona",2023,8,"2023-02-19",21448,393,NULL,NULL,NULL,NULL
"Arizona",2023,9,"2023-02-26",22381,363,NULL,NULL,NULL,NULL
"Arizona",2023,10,"2023-03-05",23018,352,NULL,NULL,NULL,NULL
"Arizona",2023,11,"2023-03-12",22032,370,NULL,NULL,NULL,NULL
"Arizona",2023,12,"2023-03-19",30474,332,NULL,NULL,NULL,NULL
"Arizona",2023,13,"2023-03-26",21542,311,NULL,NULL,NULL,NULL
"Arizona",2023,14,"2023-04-02",21754,271,NULL,NULL,NULL,NULL
"Arizona",2023,15,"2023-04-09",23479,330,NULL,NULL,NULL,NULL
"Arizona",2023,16,"2023-04-16",22996,285,NULL,NULL,NULL,NULL
"Arizona",2023,17,"2023-04-23",22819,306,NULL,NULL,NULL,NULL
"Arizona",2023,18,"2023-04-30",21991,330,NULL,NULL,NULL,NULL
"Arizona",2023,19,"2023-05-07",22289,279,NULL,NULL,NULL,NULL
"Arizona",2023,20,"2023-05-14",21688,269,NULL,NULL,NULL,NULL
"Arizona",2023,21,"2023-05-21",21942,282,NULL,NULL,NULL,NULL
"Arizona",2023,22,"2023-05-28",20433,226,NULL,NULL,NULL,NULL
"Arizona",2023,23,"2023-06-04",20486,201,NULL,NULL,NULL,NULL
"Arizona",2023,24,"2023-06-11",20852,177,NULL,NULL,NULL,NULL
"Arizona",2023,25,"2023-06-18",21852,177,NULL,NULL,NULL,NULL
"Arizona",2023,26,"2023-06-25",21110,159,NULL,NULL,NULL,NULL
"Arizona",2023,27,"2023-07-02",20460,130,NULL,NULL,NULL,NULL
"Arizona",2023,28,"2023-07-09",17713,113,NULL,NULL,NULL,NULL
"Arizona",2023,29,"2023-07-16",17757,95,NULL,NULL,NULL,NULL
"Arizona",2023,30,"2023-07-23",17612,118,NULL,NULL,NULL,NULL
"Arizona",2023,31,"2023-07-30",17584,123,NULL,NULL,NULL,NULL
"Arizona",2023,32,"2023-08-06",18637,150,NULL,NULL,NULL,NULL
"Arizona",2023,33,"2023-08-13",19046,195,NULL,NULL,NULL,NULL
"Arizona",2023,34,"2023-08-20",18897,194,NULL,NULL,NULL,NULL
"Arizona",2023,35,"2023-08-27",31048,223,NULL,NULL,NULL,NULL
"Arizona",2023,36,"2023-09-03",27828,200,NULL,NULL,NULL,NULL
"Arizona",2023,37,"2023-09-10",30761,216,NULL,NULL,NULL,NULL
"Arizona",2023,38,"2023-09-17",30546,218,NULL,NULL,NULL,NULL
"Arizona",2023,39,"2023-09-24",40763,239,NULL,NULL,NULL,NULL
"Arizona",2023,40,"2023-10-01",74718,1446,NULL,NULL,NULL,NULL
"Arizona",2023,41,"2023-10-08",72545,1331,NULL,NULL,NULL,NULL
"Arizona",2023,42,"2023-10-15",76382,1396,NULL,NULL,NULL,NULL
"Arizona",2023,43,"2023-10-22",75665,1433,NULL,NULL,NULL,NULL
"Arizona",2023,44,"2023-10-29",74727,1670,NULL,NULL,NULL,NULL
"Arizona",2023,45,"2023-11-05",65103,2020,NULL,NULL,NULL,NULL
"Arizona",2023,46,"2023-11-12",80972,2277,NULL,NULL,NULL,NULL
"Arizona",2023,47,"2023-11-19",75283,2069,NULL,NULL,NULL,NULL
"Arizona",2023,48,"2023-11-26",78674,2508,NULL,NULL,NULL,NULL
"Arizona",2023,49,"2023-12-03",79628,2830,NULL,NULL,NULL,NULL
"Arizona",2023,50,"2023-12-10",81189,3790,NULL,NULL,NULL,NULL
"Arizona",2023,51,"2023-12-17",84957,5017,NULL,NULL,NULL,NULL
"Arizona",2023,52,"2023-12-24",76980,4557,NULL,NULL,NULL,NULL
"Arkansas",2019,1,"2019-01-01",2901,87,"1821822","498778","12","12"
"Arkansas",2019,2,"2019-01-08",4434,98,"1821822","498778","12","12"
"Arkansas",2019,3,"2019-01-15",4209,110,"1821822","498778","12","12"
"Arkansas",2019,4,"2019-01-22",4198,186,"1821822","498778","12","12"
"Arkansas",2019,5,"2019-01-29",5513,322,"1821822","498778","12","12"
"Arkansas",2019,6,"2019-02-05",5255,427,"1821822","498778","12","12"
"Arkansas",2019,7,"2019-02-12",5518,471,"1821822","498778","12","12"
"Arkansas",2019,8,"2019-02-19",5313,471,"1821822","498778","12","12"
"Arkansas",2019,9,"2019-02-26",5069,408,"1821822","498778","12","12"
"Arkansas",2019,10,"2019-03-05",3650,181,"1821822","498778","12","12"
"Arkansas",2019,11,"2019-03-12",3779,210,"1821822","498778","12","12"
"Arkansas",2019,12,"2019-03-19",3518,170,"1821822","498778","12","12"
"Arkansas",2019,13,"2019-03-26",4507,158,"1821822","498778","12","12"
"Arkansas",2019,14,"2019-04-02",4380,120,"1821822","498778","12","12"
"Arkansas",2019,15,"2019-04-09",4527,86,"1821822","498778","12","12"
"Arkansas",2019,16,"2019-04-16",4118,72,"1821822","498778","12","12"
"Arkansas",2019,17,"2019-04-23",3610,51,"1821822","498778","12","12"
"Arkansas",2019,18,"2019-04-30",3808,59,"1821822","498778","12","12"
"Arkansas",2019,19,"2019-05-07",3390,45,"1821822","498778","12","12"
"Arkansas",2019,20,"2019-05-14",2190,35,"1821822","498778","12","12"
"Arkansas",2019,21,"2019-05-21",2094,25,"1821822","498778","12","12"
"Arkansas",2019,22,"2019-05-28",1131,10,"1821822","498778","12","12"
"Arkansas",2019,23,"2019-06-04",1563,25,"1821822","498778","12","12"
"Arkansas",2019,24,"2019-06-11",1725,20,"1821822","498778","12","12"
"Arkansas",2019,25,"2019-06-18",1595,10,"1821822","498778","12","12"
"Arkansas",2019,26,"2019-06-25",1694,10,"1821822","498778","12","12"
"Arkansas",2019,27,"2019-07-02",1300,8,"1821822","498778","12","12"
"Arkansas",2019,28,"2019-07-09",1468,4,"1821822","498778","12","12"
"Arkansas",2019,29,"2019-07-16",1974,13,"1821822","498778","12","12"
"Arkansas",2019,30,"2019-07-23",1755,11,"1821822","498778","12","12"
"Arkansas",2019,31,"2019-07-30",1435,10,"1821822","498778","12","12"
"Arkansas",2019,32,"2019-08-06",1771,8,"1821822","498778","12","12"
"Arkansas",2019,33,"2019-08-13",1859,16,"1821822","498778","12","12"
"Arkansas",2019,34,"2019-08-20",2330,27,"1821822","498778","12","12"
"Arkansas",2019,35,"2019-08-27",2284,26,"1821822","498778","12","12"
"Arkansas",2019,36,"2019-09-03",2445,28,"1821822","498778","12","12"
"Arkansas",2019,37,"2019-09-10",2971,32,"1821822","498778","12","12"
"Arkansas",2019,38,"2019-09-17",3125,33,"1821822","498778","12","12"
"Arkansas",2019,39,"2019-09-24",3206,25,"1821822","498778","12","12"
"Arkansas",2019,40,"2019-10-01",5196,62,"1821822","498778","12","12"
"Arkansas",2019,41,"2019-10-08",5274,101,"1821822","498778","12","12"
"Arkansas",2019,42,"2019-10-15",4765,97,"1821822","498778","12","12"
"Arkansas",2019,43,"2019-10-22",4675,83,"1821822","498778","12","12"
"Arkansas",2019,44,"2019-10-29",4809,117,"1821822","498778","12","12"
"Arkansas",2019,45,"2019-11-05",5122,134,"1821822","498778","12","12"
"Arkansas",2019,46,"2019-11-12",5104,190,"1821822","498778","12","12"
"Arkansas",2019,47,"2019-11-19",5849,183,"1821822","498778","12","12"
"Arkansas",2019,48,"2019-11-26",2761,101,"1821822","498778","12","12"
"Arkansas",2019,49,"2019-12-03",5211,177,"1821822","498778","12","12"
"Arkansas",2019,50,"2019-12-10",4521,217,"1821822","498778","12","12"
"Arkansas",2019,51,"2019-12-17",3573,175,"1821822","498778","12","12"
"Arkansas",2019,52,"2019-12-24",2464,194,"1821822","498778","12","12"
"Arkansas",2020,1,"2020-01-01",3112,122,"1835488","510117","10","10"
"Arkansas",2020,2,"2020-01-08",4594,198,"1835488","510117","10","10"
"Arkansas",2020,3,"2020-01-15",4985,324,"1835488","510117","10","10"
"Arkansas",2020,4,"2020-01-22",4770,284,"1835488","510117","10","10"
"Arkansas",2020,5,"2020-01-29",6023,610,"1835488","510117","10","10"
"Arkansas",2020,6,"2020-02-05",5528,397,"1835488","510117","10","10"
"Arkansas",2020,7,"2020-02-12",5646,441,"1835488","510117","10","10"
"Arkansas",2020,8,"2020-02-19",5159,328,"1835488","510117","10","10"
"Arkansas",2020,9,"2020-02-26",5276,527,"1835488","510117","10","10"
"Arkansas",2020,10,"2020-03-04",5080,249,"1835488","510117","10","10"
"Arkansas",2020,11,"2020-03-11",4485,146,"1835488","510117","10","10"
"Arkansas",2020,12,"2020-03-18",2874,97,"1835488","510117","10","10"
"Arkansas",2020,13,"2020-03-25",1712,55,"1835488","510117","10","10"
"Arkansas",2020,14,"2020-04-01",1864,16,"1835488","510117","10","10"
"Arkansas",2020,15,"2020-04-08",1755,18,"1835488","510117","10","10"
"Arkansas",2020,16,"2020-04-15",1602,8,"1835488","510117","10","10"
"Arkansas",2020,17,"2020-04-22",1404,4,"1835488","510117","10","10"
"Arkansas",2020,18,"2020-04-29",1753,7,"1835488","510117","10","10"
"Arkansas",2020,19,"2020-05-06",1130,6,"1835488","510117","10","10"
"Arkansas",2020,20,"2020-05-13",722,8,"1835488","510117","10","10"
"Arkansas",2020,21,"2020-05-20",13786,102,"1835488","510117","10","10"
"Arkansas",2020,22,"2020-05-27",14315,114,"1835488","510117","10","10"
"Arkansas",2020,23,"2020-06-03",13963,127,"1835488","510117","10","10"
"Arkansas",2020,24,"2020-06-10",14026,104,"1835488","510117","10","10"
"Arkansas",2020,25,"2020-06-17",15606,121,"1835488","510117","10","10"
"Arkansas",2020,26,"2020-06-24",15079,126,"1835488","510117","10","10"
"Arkansas",2020,27,"2020-07-01",14741,142,"1835488","510117","10","10"
"Arkansas",2020,28,"2020-07-08",15536,175,"1835488","510117","10","10"
"Arkansas",2020,29,"2020-07-15",15306,149,"1835488","510117","10","10"
"Arkansas",2020,30,"2020-07-22",15169,151,"1835488","510117","10","10"
"Arkansas",2020,31,"2020-07-29",14762,157,"1835488","510117","10","10"
"Arkansas",2020,32,"2020-08-05",14757,128,"1835488","510117","10","10"
"Arkansas",2020,33,"2020-08-12",15115,154,"1835488","510117","10","10"
"Arkansas",2020,34,"2020-08-19",15136,117,"1835488","510117","10","10"
"Arkansas",2020,35,"2020-08-26",15116,157,"1835488","510117","10","10"
"Arkansas",2020,36,"2020-09-02",15073,133,"1835488","510117","10","10"
"Arkansas",2020,37,"2020-09-09",16428,228,"1835488","510117","10","10"
"Arkansas",2020,38,"2020-09-16",16329,179,"1835488","510117","10","10"
"Arkansas",2020,39,"2020-09-23",15286,153,"1835488","510117","10","10"
"Arkansas",2020,40,"2020-09-30",15244,180,"1835488","510117","10","10"
"Arkansas",2020,41,"2020-10-07",17157,189,"1835488","510117","10","10"
"Arkansas",2020,42,"2020-10-14",17679,171,"1835488","510117","10","10"
"Arkansas",2020,43,"2020-10-21",17396,204,"1835488","510117","10","10"
"Arkansas",2020,44,"2020-10-28",15874,170,"1835488","510117","10","10"
"Arkansas",2020,45,"2020-11-04",16519,232,"1835488","510117","10","10"
"Arkansas",2020,46,"2020-11-11",16994,235,"1835488","510117","10","10"
"Arkansas",2020,47,"2020-11-18",16086,207,"1835488","510117","10","10"
"Arkansas",2020,48,"2020-11-25",14691,169,"1835488","510117","10","10"
"Arkansas",2020,49,"2020-12-02",15757,180,"1835488","510117","10","10"
"Arkansas",2020,50,"2020-12-09",15601,175,"1835488","510117","10","10"
"Arkansas",2020,51,"2020-12-16",14623,154,"1835488","510117","10","10"
"Arkansas",2020,52,"2020-12-23",13944,184,"1835488","510117","10","10"
"Arkansas",2021,1,"2021-01-01",14318,150,"1829859","505361",NULL,NULL
"Arkansas",2021,2,"2021-01-08",14357,148,"1829859","505361",NULL,NULL
"Arkansas",2021,3,"2021-01-15",14863,147,"1829859","505361",NULL,NULL
"Arkansas",2021,4,"2021-01-22",14450,162,"1829859","505361",NULL,NULL
"Arkansas",2021,5,"2021-01-29",15204,141,"1829859","505361",NULL,NULL
"Arkansas",2021,6,"2021-02-05",13942,150,"1829859","505361",NULL,NULL
"Arkansas",2021,7,"2021-02-12",9895,80,"1829859","505361",NULL,NULL
"Arkansas",2021,8,"2021-02-19",13928,106,"1829859","505361",NULL,NULL
"Arkansas",2021,9,"2021-02-26",13897,79,"1829859","505361",NULL,NULL
"Arkansas",2021,10,"2021-03-05",14426,102,"1829859","505361",NULL,NULL
"Arkansas",2021,11,"2021-03-12",12584,105,"1829859","505361",NULL,NULL
"Arkansas",2021,12,"2021-03-19",11941,79,"1829859","505361",NULL,NULL
"Arkansas",2021,13,"2021-03-26",13331,105,"1829859","505361",NULL,NULL
"Arkansas",2021,14,"2021-04-02",14228,101,"1829859","505361",NULL,NULL
"Arkansas",2021,15,"2021-04-09",14462,120,"1829859","505361",NULL,NULL
"Arkansas",2021,16,"2021-04-16",14264,110,"1829859","505361",NULL,NULL
"Arkansas",2021,17,"2021-04-23",14507,162,"1829859","505361",NULL,NULL
"Arkansas",2021,18,"2021-04-30",14438,153,"1829859","505361",NULL,NULL
"Arkansas",2021,19,"2021-05-07",14265,158,"1829859","505361",NULL,NULL
"Arkansas",2021,20,"2021-05-14",15368,220,"1829859","505361",NULL,NULL
"Arkansas",2021,21,"2021-05-21",14726,212,"1829859","505361",NULL,NULL
"Arkansas",2021,22,"2021-05-28",15252,254,"1829859","505361",NULL,NULL
"Arkansas",2021,23,"2021-06-04",15560,205,"1829859","505361",NULL,NULL
"Arkansas",2021,24,"2021-06-11",15851,245,"1829859","505361",NULL,NULL
"Arkansas",2021,25,"2021-06-18",15978,207,"1829859","505361",NULL,NULL
"Arkansas",2021,26,"2021-06-25",15208,259,"1829859","505361",NULL,NULL
"Arkansas",2021,27,"2021-07-02",15707,277,"1829859","505361",NULL,NULL
"Arkansas",2021,28,"2021-07-09",16602,302,"1829859","505361",NULL,NULL
"Arkansas",2021,29,"2021-07-16",15482,319,"1829859","505361",NULL,NULL
"Arkansas",2021,30,"2021-07-23",14868,291,"1829859","505361",NULL,NULL
"Arkansas",2021,31,"2021-07-30",14779,283,"1829859","505361",NULL,NULL
"Arkansas",2021,32,"2021-08-06",14615,208,"1829859","505361",NULL,NULL
"Arkansas",2021,33,"2021-08-13",15516,246,"1829859","505361",NULL,NULL
"Arkansas",2021,34,"2021-08-20",15662,251,"1829859","505361",NULL,NULL
"Arkansas",2021,35,"2021-08-27",16550,329,"1829859","505361",NULL,NULL
"Arkansas",2021,36,"2021-09-03",15692,274,"1829859","505361",NULL,NULL
"Arkansas",2021,37,"2021-09-10",15162,234,"1829859","505361",NULL,NULL
"Arkansas",2021,38,"2021-09-17",13936,179,"1829859","505361",NULL,NULL
"Arkansas",2021,39,"2021-09-24",14739,192,"1829859","505361",NULL,NULL
"Arkansas",2021,40,"2021-10-01",15565,260,"1829859","505361",NULL,NULL
"Arkansas",2021,41,"2021-10-08",16005,218,"1829859","505361",NULL,NULL
"Arkansas",2021,42,"2021-10-15",15475,220,"1829859","505361",NULL,NULL
"Arkansas",2021,43,"2021-10-22",15678,209,"1829859","505361",NULL,NULL
"Arkansas",2021,44,"2021-10-29",16116,274,"1829859","505361",NULL,NULL
"Arkansas",2021,45,"2021-11-05",17057,342,"1829859","505361",NULL,NULL
"Arkansas",2021,46,"2021-11-12",17085,379,"1829859","505361",NULL,NULL
"Arkansas",2021,47,"2021-11-19",14604,408,"1829859","505361",NULL,NULL
"Arkansas",2021,48,"2021-11-26",18638,502,"1829859","505361",NULL,NULL
"Arkansas",2021,49,"2021-12-03",17583,520,"1829859","505361",NULL,NULL
"Arkansas",2021,50,"2021-12-10",16419,433,"1829859","505361",NULL,NULL
"Arkansas",2021,51,"2021-12-17",15328,445,"1829859","505361",NULL,NULL
"Arkansas",2021,52,"2021-12-24",17461,589,"1829859","505361",NULL,NULL
"Arkansas",2022,1,"2022-01-01",17438,545,"1837846","519434",NULL,NULL
"Arkansas",2022,2,"2022-01-08",17327,560,"1837846","519434",NULL,NULL
"Arkansas",2022,3,"2022-01-15",16782,483,"1837846","519434",NULL,NULL
"Arkansas",2022,4,"2022-01-22",16633,289,"1837846","519434",NULL,NULL
"Arkansas",2022,5,"2022-01-29",13016,204,"1837846","519434",NULL,NULL
"Arkansas",2022,6,"2022-02-05",15882,200,"1837846","519434",NULL,NULL
"Arkansas",2022,7,"2022-02-12",15598,268,"1837846","519434",NULL,NULL
"Arkansas",2022,8,"2022-02-19",14241,346,"1837846","519434",NULL,NULL
"Arkansas",2022,9,"2022-02-26",15592,318,"1837846","519434",NULL,NULL
"Arkansas",2022,10,"2022-03-05",16307,507,"1837846","519434",NULL,NULL
"Arkansas",2022,11,"2022-03-12",17558,537,"1837846","519434",NULL,NULL
"Arkansas",2022,12,"2022-03-19",15202,344,"1837846","519434",NULL,NULL
"Arkansas",2022,13,"2022-03-26",16016,341,"1837846","519434",NULL,NULL
"Arkansas",2022,14,"2022-04-02",16272,301,"1837846","519434",NULL,NULL
"Arkansas",2022,15,"2022-04-09",16163,295,"1837846","519434",NULL,NULL
"Arkansas",2022,16,"2022-04-16",15566,259,"1837846","519434",NULL,NULL
"Arkansas",2022,17,"2022-04-23",15910,212,"1837846","519434",NULL,NULL
"Arkansas",2022,18,"2022-04-30",15168,204,"1837846","519434",NULL,NULL
"Arkansas",2022,19,"2022-05-07",16191,192,"1837846","519434",NULL,NULL
"Arkansas",2022,20,"2022-05-14",15677,155,"1837846","519434",NULL,NULL
"Arkansas",2022,21,"2022-05-21",14138,172,"1837846","519434",NULL,NULL
"Arkansas",2022,22,"2022-05-28",14766,174,"1837846","519434",NULL,NULL
"Arkansas",2022,23,"2022-06-04",14901,136,"1837846","519434",NULL,NULL
"Arkansas",2022,24,"2022-06-11",14246,144,"1837846","519434",NULL,NULL
"Arkansas",2022,25,"2022-06-18",14843,149,"1837846","519434",NULL,NULL
"Arkansas",2022,26,"2022-06-25",14285,167,"1837846","519434",NULL,NULL
"Arkansas",2022,27,"2022-07-02",15332,214,"1837846","519434",NULL,NULL
"Arkansas",2022,28,"2022-07-09",15138,168,"1837846","519434",NULL,NULL
"Arkansas",2022,29,"2022-07-16",14189,158,"1837846","519434",NULL,NULL
"Arkansas",2022,30,"2022-07-23",13565,141,"1837846","519434",NULL,NULL
"Arkansas",2022,31,"2022-07-30",13554,135,"1837846","519434",NULL,NULL
"Arkansas",2022,32,"2022-08-06",13445,119,"1837846","519434",NULL,NULL
"Arkansas",2022,33,"2022-08-13",14013,126,"1837846","519434",NULL,NULL
"Arkansas",2022,34,"2022-08-20",14278,181,"1837846","519434",NULL,NULL
"Arkansas",2022,35,"2022-08-27",13646,214,"1837846","519434",NULL,NULL
"Arkansas",2022,36,"2022-09-03",14780,230,"1837846","519434",NULL,NULL
"Arkansas",2022,37,"2022-09-10",14667,225,"1837846","519434",NULL,NULL
"Arkansas",2022,38,"2022-09-17",13001,184,"1837846","519434",NULL,NULL
"Arkansas",2022,39,"2022-09-24",14198,225,"1837846","519434",NULL,NULL
"Arkansas",2022,40,"2022-10-01",15419,291,"1837846","519434",NULL,NULL
"Arkansas",2022,41,"2022-10-08",16196,406,"1837846","519434",NULL,NULL
"Arkansas",2022,42,"2022-10-15",15772,410,"1837846","519434",NULL,NULL
"Arkansas",2022,43,"2022-10-22",17118,647,"1837846","519434",NULL,NULL
"Arkansas",2022,44,"2022-10-29",17196,940,"1837846","519434",NULL,NULL
"Arkansas",2022,45,"2022-11-05",18520,1066,"1837846","519434",NULL,NULL
"Arkansas",2022,46,"2022-11-12",17825,1199,"1837846","519434",NULL,NULL
"Arkansas",2022,47,"2022-11-19",17721,1392,"1837846","519434",NULL,NULL
"Arkansas",2022,48,"2022-11-26",18522,1314,"1837846","519434",NULL,NULL
"Arkansas",2022,49,"2022-12-03",17479,1055,"1837846","519434",NULL,NULL
"Arkansas",2022,50,"2022-12-10",16199,862,"1837846","519434",NULL,NULL
"Arkansas",2022,51,"2022-12-17",13549,626,"1837846","519434",NULL,NULL
"Arkansas",2022,52,"2022-12-24",15271,687,"1837846","519434",NULL,NULL
"Arkansas",2023,1,"2023-01-01",15899,547,NULL,NULL,NULL,NULL
"Arkansas",2023,2,"2023-01-08",15231,350,NULL,NULL,NULL,NULL
"Arkansas",2023,3,"2023-01-15",15247,351,NULL,NULL,NULL,NULL
"Arkansas",2023,4,"2023-01-22",14262,316,NULL,NULL,NULL,NULL
"Arkansas",2023,5,"2023-01-29",12327,275,NULL,NULL,NULL,NULL
"Arkansas",2023,6,"2023-02-05",15592,307,NULL,NULL,NULL,NULL
"Arkansas",2023,7,"2023-02-12",15420,316,NULL,NULL,NULL,NULL
"Arkansas",2023,8,"2023-02-19",16159,341,NULL,NULL,NULL,NULL
"Arkansas",2023,9,"2023-02-26",15185,306,NULL,NULL,NULL,NULL
"Arkansas",2023,10,"2023-03-05",15300,261,NULL,NULL,NULL,NULL
"Arkansas",2023,11,"2023-03-12",14548,254,NULL,NULL,NULL,NULL
"Arkansas",2023,12,"2023-03-19",14531,215,NULL,NULL,NULL,NULL
"Arkansas",2023,13,"2023-03-26",14966,207,NULL,NULL,NULL,NULL
"Arkansas",2023,14,"2023-04-02",14051,162,NULL,NULL,NULL,NULL
"Arkansas",2023,15,"2023-04-09",14737,159,NULL,NULL,NULL,NULL
"Arkansas",2023,16,"2023-04-16",15200,201,NULL,NULL,NULL,NULL
"Arkansas",2023,17,"2023-04-23",14648,195,NULL,NULL,NULL,NULL
"Arkansas",2023,18,"2023-04-30",14602,192,NULL,NULL,NULL,NULL
"Arkansas",2023,19,"2023-05-07",15261,138,NULL,NULL,NULL,NULL
"Arkansas",2023,20,"2023-05-14",14694,130,NULL,NULL,NULL,NULL
"Arkansas",2023,21,"2023-05-21",14798,167,NULL,NULL,NULL,NULL
"Arkansas",2023,22,"2023-05-28",14490,133,NULL,NULL,NULL,NULL
"Arkansas",2023,23,"2023-06-04",13763,122,NULL,NULL,NULL,NULL
"Arkansas",2023,24,"2023-06-11",13714,81,NULL,NULL,NULL,NULL
"Arkansas",2023,25,"2023-06-18",14191,91,NULL,NULL,NULL,NULL
"Arkansas",2023,26,"2023-06-25",13467,89,NULL,NULL,NULL,NULL
"Arkansas",2023,27,"2023-07-02",13496,92,NULL,NULL,NULL,NULL
"Arkansas",2023,28,"2023-07-09",14405,81,NULL,NULL,NULL,NULL
"Arkansas",2023,29,"2023-07-16",14254,74,NULL,NULL,NULL,NULL
"Arkansas",2023,30,"2023-07-23",13490,72,NULL,NULL,NULL,NULL
"Arkansas",2023,31,"2023-07-30",13999,71,NULL,NULL,NULL,NULL
"Arkansas",2023,32,"2023-08-06",14213,111,NULL,NULL,NULL,NULL
"Arkansas",2023,33,"2023-08-13",14635,130,NULL,NULL,NULL,NULL
"Arkansas",2023,34,"2023-08-20",15740,192,NULL,NULL,NULL,NULL
"Arkansas",2023,35,"2023-08-27",15566,307,NULL,NULL,NULL,NULL
"Arkansas",2023,36,"2023-09-03",14573,274,NULL,NULL,NULL,NULL
